citizen_id,total_reports,valid_reports,duplicate_reports,fake_image_count,avg_severity_reported,reports_last_30_days,trust_label,valid_ratio,duplicate_rate,fake_image_ratio
6496,26,15,3,0,2.14,5,1,0.5769230769230769,0.11538461538461539,0.0
6497,28,12,1,0,2.73,5,0,0.42857142857142855,0.03571428571428571,0.0
6498,13,8,2,0,1.06,6,1,0.6153846153846154,0.15384615384615385,0.0
6499,21,14,4,2,1.87,6,1,0.6666666666666666,0.19047619047619047,0.09523809523809523
6500,15,10,3,2,3.6,3,1,0.6666666666666666,0.2,0.13333333333333333
6501,29,18,1,2,2.01,6,1,0.6206896551724138,0.034482758620689655,0.06896551724137931
6502,32,16,4,2,3.53,6,1,0.5,0.125,0.0625
6503,27,12,3,1,2.67,4,0,0.4444444444444444,0.1111111111111111,0.037037037037037035
6504,33,15,4,0,2.77,2,1,0.45454545454545453,0.12121212121212122,0.0
6505,14,8,5,1,2.96,3,0,0.5714285714285714,0.35714285714285715,0.07142857142857142
6506,34,19,3,0,2.53,2,0,0.5588235294117647,0.08823529411764706,0.0
6507,11,6,4,1,2.88,6,0,0.5454545454545454,0.36363636363636365,0.09090909090909091
6508,20,14,2,2,2.87,2,1,0.7,0.1,0.1
6509,21,13,2,2,1.93,4,1,0.6190476190476191,0.09523809523809523,0.09523809523809523
6510,11,7,5,2,2.4,6,1,0.6363636363636364,0.45454545454545453,0.18181818181818182
6511,29,21,4,2,2.73,7,1,0.7241379310344828,0.13793103448275862,0.06896551724137931
6512,22,10,5,1,2.42,6,0,0.45454545454545453,0.22727272727272727,0.045454545454545456
6513,12,5,1,1,3.06,6,0,0.4166666666666667,0.08333333333333333,0.08333333333333333
6514,29,18,2,2,2.87,7,1,0.6206896551724138,0.06896551724137931,0.06896551724137931
6515,14,9,2,1,3.53,7,0,0.6428571428571429,0.14285714285714285,0.07142857142857142
6516,22,13,5,0,3.38,2,1,0.5909090909090909,0.22727272727272727,0.0
6517,20,10,1,2,2.42,7,1,0.5,0.05,0.1
6518,16,11,3,0,2.94,2,1,0.6875,0.1875,0.0
6519,34,26,5,2,3.19,6,1,0.7647058823529411,0.14705882352941177,0.058823529411764705
6520,21,9,4,0,3.36,5,1,0.42857142857142855,0.19047619047619047,0.0
6521,13,7,5,2,2.29,6,1,0.5384615384615384,0.38461538461538464,0.15384615384615385
6522,21,10,5,2,3.34,3,1,0.47619047619047616,0.23809523809523808,0.09523809523809523
6523,26,12,1,1,1.37,3,0,0.46153846153846156,0.038461538461538464,0.038461538461538464
6524,10,6,2,2,3.8,6,1,0.6,0.2,0.2
6525,14,9,4,0,1.02,5,1,0.6428571428571429,0.2857142857142857,0.0
6526,23,11,4,0,2.56,2,1,0.4782608695652174,0.17391304347826086,0.0
6527,33,17,5,0,2.78,3,1,0.5151515151515151,0.15151515151515152,0.0
6528,25,11,1,1,1.78,4,1,0.44,0.04,0.04
6529,29,18,1,1,2.74,2,1,0.6206896551724138,0.034482758620689655,0.034482758620689655
6530,18,8,3,2,1.86,5,0,0.4444444444444444,0.16666666666666666,0.1111111111111111
6531,24,16,2,0,1.47,7,1,0.6666666666666666,0.08333333333333333,0.0
6532,28,18,5,2,1.02,2,1,0.6428571428571429,0.17857142857142858,0.07142857142857142
6533,15,10,4,2,2.01,5,1,0.6666666666666666,0.26666666666666666,0.13333333333333333
6534,30,17,4,2,1.54,5,0,0.5666666666666667,0.13333333333333333,0.06666666666666667
6535,20,13,2,1,2.42,7,1,0.65,0.1,0.05
6536,12,8,2,1,3.32,5,0,0.6666666666666666,0.16666666666666666,0.08333333333333333
6537,31,22,3,0,1.14,7,0,0.7096774193548387,0.0967741935483871,0.0
6538,24,13,3,1,3.13,3,1,0.5416666666666666,0.125,0.041666666666666664
6539,17,8,4,1,1.65,3,1,0.47058823529411764,0.23529411764705882,0.058823529411764705
6540,13,6,4,2,1.65,6,1,0.46153846153846156,0.3076923076923077,0.15384615384615385
6541,25,13,4,2,1.03,6,1,0.52,0.16,0.08
6542,16,8,4,1,3.05,5,1,0.5,0.25,0.0625
6543,11,4,4,1,2.29,5,0,0.36363636363636365,0.36363636363636365,0.09090909090909091
6544,15,9,5,2,1.32,4,0,0.6,0.3333333333333333,0.13333333333333333
6545,22,11,3,2,1.28,3,1,0.5,0.13636363636363635,0.09090909090909091
6546,25,18,3,2,3.2,4,1,0.72,0.12,0.08
6547,17,7,4,1,2.71,6,1,0.4117647058823529,0.23529411764705882,0.058823529411764705
6548,33,23,3,1,1.44,2,0,0.696969696969697,0.09090909090909091,0.030303030303030304
6549,13,9,5,2,3.86,5,1,0.6923076923076923,0.38461538461538464,0.15384615384615385
6550,21,14,3,0,3.65,6,1,0.6666666666666666,0.14285714285714285,0.0
6551,28,16,2,0,1.93,7,1,0.5714285714285714,0.07142857142857142,0.0
6552,28,17,2,0,3.48,4,1,0.6071428571428571,0.07142857142857142,0.0
6553,16,9,3,0,2.3,5,1,0.5625,0.1875,0.0
6554,16,9,1,0,2.68,3,1,0.5625,0.0625,0.0
6555,24,12,3,0,1.34,4,1,0.5,0.125,0.0
6556,12,8,1,1,2.92,7,1,0.6666666666666666,0.08333333333333333,0.08333333333333333
6557,31,18,2,0,2.13,2,1,0.5806451612903226,0.06451612903225806,0.0
6558,13,5,4,2,3.9,6,1,0.38461538461538464,0.3076923076923077,0.15384615384615385
6559,14,10,3,2,2.02,3,1,0.7142857142857143,0.21428571428571427,0.14285714285714285
6560,21,13,4,2,3.73,3,1,0.6190476190476191,0.19047619047619047,0.09523809523809523
6561,24,10,5,0,2.15,2,0,0.4166666666666667,0.20833333333333334,0.0
6562,10,6,3,0,3.1,6,1,0.6,0.3,0.0
6563,33,17,4,1,1.3,3,1,0.5151515151515151,0.12121212121212122,0.030303030303030304
6564,17,8,5,2,2.86,7,1,0.47058823529411764,0.29411764705882354,0.11764705882352941
6565,30,15,3,0,3.96,5,1,0.5,0.1,0.0
6566,10,7,1,1,2.06,7,0,0.7,0.1,0.1
6567,22,15,3,2,1.43,7,1,0.6818181818181818,0.13636363636363635,0.09090909090909091
6568,27,18,4,0,3.2,3,1,0.6666666666666666,0.14814814814814814,0.0
6569,28,20,5,2,1.94,7,1,0.7142857142857143,0.17857142857142858,0.07142857142857142
6570,21,13,3,0,1.06,4,1,0.6190476190476191,0.14285714285714285,0.0
6571,13,7,4,1,3.21,4,1,0.5384615384615384,0.3076923076923077,0.07692307692307693
6572,19,8,4,1,3.34,6,1,0.42105263157894735,0.21052631578947367,0.05263157894736842
6573,33,16,2,2,2.21,3,1,0.48484848484848486,0.06060606060606061,0.06060606060606061
6574,23,13,2,1,3.59,2,0,0.5652173913043478,0.08695652173913043,0.043478260869565216
6575,24,10,3,1,2.98,6,0,0.4166666666666667,0.125,0.041666666666666664
6576,25,12,3,0,2.93,4,1,0.48,0.12,0.0
6577,28,13,5,1,3.96,3,1,0.4642857142857143,0.17857142857142858,0.03571428571428571
6578,19,8,5,0,2.52,3,1,0.42105263157894735,0.2631578947368421,0.0
6579,27,12,3,0,2.48,5,1,0.4444444444444444,0.1111111111111111,0.0
6580,31,20,3,2,3.02,2,0,0.6451612903225806,0.0967741935483871,0.06451612903225806
6581,15,7,2,2,2.25,6,1,0.4666666666666667,0.13333333333333333,0.13333333333333333
6582,12,7,3,2,2.3,4,1,0.5833333333333334,0.25,0.16666666666666666
6583,19,9,3,2,2.58,7,1,0.47368421052631576,0.15789473684210525,0.10526315789473684
6584,27,14,5,0,1.53,5,1,0.5185185185185185,0.18518518518518517,0.0
6585,30,14,3,0,2.93,6,1,0.4666666666666667,0.1,0.0
6586,23,16,4,1,1.51,2,1,0.6956521739130435,0.17391304347826086,0.043478260869565216
6587,19,11,1,0,2.32,7,0,0.5789473684210527,0.05263157894736842,0.0
6588,24,18,3,2,2.14,7,1,0.75,0.125,0.08333333333333333
6589,22,10,4,0,2.4,7,1,0.45454545454545453,0.18181818181818182,0.0
6590,16,10,3,2,1.25,6,1,0.625,0.1875,0.125
6591,11,4,2,0,1.41,5,0,0.36363636363636365,0.18181818181818182,0.0
6592,11,6,1,1,2.94,4,1,0.5454545454545454,0.09090909090909091,0.09090909090909091
6593,24,17,4,2,1.04,6,1,0.7083333333333334,0.16666666666666666,0.08333333333333333
6594,33,25,1,1,1.92,2,1,0.7575757575757576,0.030303030303030304,0.030303030303030304
6595,22,14,4,1,1.93,4,1,0.6363636363636364,0.18181818181818182,0.045454545454545456
6596,31,14,3,2,1.91,5,1,0.45161290322580644,0.0967741935483871,0.06451612903225806
6597,26,17,5,1,1.68,3,1,0.6538461538461539,0.19230769230769232,0.038461538461538464
6598,10,5,2,0,1.42,3,1,0.5,0.2,0.0
6599,31,21,2,1,2.38,4,1,0.6774193548387096,0.06451612903225806,0.03225806451612903
6600,27,18,1,1,2.38,6,0,0.6666666666666666,0.037037037037037035,0.037037037037037035
6601,13,9,1,2,3.15,7,1,0.6923076923076923,0.07692307692307693,0.15384615384615385
6602,24,10,2,2,2.62,7,1,0.4166666666666667,0.08333333333333333,0.08333333333333333
6603,21,13,2,0,1.83,2,1,0.6190476190476191,0.09523809523809523,0.0
6604,24,17,4,0,1.53,4,1,0.7083333333333334,0.16666666666666666,0.0
6605,25,13,4,2,1.8,4,1,0.52,0.16,0.08
6606,19,13,2,1,3.62,7,1,0.6842105263157895,0.10526315789473684,0.05263157894736842
6607,34,17,3,1,2.76,3,0,0.5,0.08823529411764706,0.029411764705882353
6608,16,11,3,1,3.15,3,1,0.6875,0.1875,0.0625
6609,26,16,5,0,2.55,2,1,0.6153846153846154,0.19230769230769232,0.0
6610,23,11,5,1,2.52,7,1,0.4782608695652174,0.21739130434782608,0.043478260869565216
6611,24,18,3,0,2.35,4,1,0.75,0.125,0.0
6612,32,22,3,1,1.01,7,1,0.6875,0.09375,0.03125
6613,13,7,1,2,1.66,2,1,0.5384615384615384,0.07692307692307693,0.15384615384615385
6614,33,16,5,1,1.43,2,0,0.48484848484848486,0.15151515151515152,0.030303030303030304
6615,11,7,1,2,1.64,4,1,0.6363636363636364,0.09090909090909091,0.18181818181818182
6616,28,19,1,1,2.8,2,1,0.6785714285714286,0.03571428571428571,0.03571428571428571
6617,26,13,1,0,1.85,7,1,0.5,0.038461538461538464,0.0
6618,15,10,5,0,2.44,3,0,0.6666666666666666,0.3333333333333333,0.0
6619,26,18,5,2,3.98,4,1,0.6923076923076923,0.19230769230769232,0.07692307692307693
6620,25,12,3,2,3.78,6,1,0.48,0.12,0.08
6621,22,9,3,1,2.14,6,0,0.4090909090909091,0.13636363636363635,0.045454545454545456
6622,11,6,5,0,1.58,3,1,0.5454545454545454,0.45454545454545453,0.0
6623,19,13,2,2,3.88,7,1,0.6842105263157895,0.10526315789473684,0.10526315789473684
6624,30,20,1,0,1.54,5,1,0.6666666666666666,0.03333333333333333,0.0
6625,18,8,5,2,3.71,7,1,0.4444444444444444,0.2777777777777778,0.1111111111111111
6626,18,11,2,1,1.05,2,1,0.6111111111111112,0.1111111111111111,0.05555555555555555
6627,26,17,1,0,1.45,7,1,0.6538461538461539,0.038461538461538464,0.0
6628,10,4,2,1,1.97,4,1,0.4,0.2,0.1
6629,12,8,1,0,2.1,4,0,0.6666666666666666,0.08333333333333333,0.0
6630,16,8,5,2,3.5,6,1,0.5,0.3125,0.125
6631,21,12,2,0,1.03,5,1,0.5714285714285714,0.09523809523809523,0.0
6632,31,14,3,1,1.41,2,1,0.45161290322580644,0.0967741935483871,0.03225806451612903
6633,32,21,3,1,2.84,5,1,0.65625,0.09375,0.03125
6634,25,11,4,2,3.72,2,1,0.44,0.16,0.08
6635,28,18,5,0,2.65,7,1,0.6428571428571429,0.17857142857142858,0.0
6636,33,19,5,0,1.23,5,1,0.5757575757575758,0.15151515151515152,0.0
6637,31,23,4,0,2.77,3,1,0.7419354838709677,0.12903225806451613,0.0
6638,17,10,5,0,2.32,5,0,0.5882352941176471,0.29411764705882354,0.0
6639,27,13,3,0,3.02,5,1,0.48148148148148145,0.1111111111111111,0.0
6640,17,12,1,1,3.6,7,1,0.7058823529411765,0.058823529411764705,0.058823529411764705
6641,31,20,4,2,1.37,2,1,0.6451612903225806,0.12903225806451613,0.06451612903225806
6642,26,18,4,2,2.55,2,1,0.6923076923076923,0.15384615384615385,0.07692307692307693
6643,24,14,2,2,3.25,7,1,0.5833333333333334,0.08333333333333333,0.08333333333333333
6644,27,14,3,1,2.42,6,1,0.5185185185185185,0.1111111111111111,0.037037037037037035
6645,23,11,3,1,1.31,7,1,0.4782608695652174,0.13043478260869565,0.043478260869565216
6646,27,19,3,1,2.51,2,0,0.7037037037037037,0.1111111111111111,0.037037037037037035
6647,32,21,3,1,1.44,7,1,0.65625,0.09375,0.03125
6648,24,13,2,2,2.72,4,1,0.5416666666666666,0.08333333333333333,0.08333333333333333
6649,21,14,2,1,2.15,4,0,0.6666666666666666,0.09523809523809523,0.047619047619047616
6650,26,16,5,0,1.09,7,1,0.6153846153846154,0.19230769230769232,0.0
6651,24,14,2,1,1.9,5,1,0.5833333333333334,0.08333333333333333,0.041666666666666664
6652,33,19,1,1,2.86,2,1,0.5757575757575758,0.030303030303030304,0.030303030303030304
6653,27,20,5,0,1.13,5,0,0.7407407407407407,0.18518518518518517,0.0
6654,20,13,5,2,1.25,7,1,0.65,0.25,0.1
6655,20,10,1,1,2.26,5,1,0.5,0.05,0.05
6656,23,10,1,0,2.87,7,1,0.43478260869565216,0.043478260869565216,0.0
6657,24,15,2,0,1.69,6,1,0.625,0.08333333333333333,0.0
6658,13,8,3,1,1.5,2,0,0.6153846153846154,0.23076923076923078,0.07692307692307693
6659,17,10,1,0,1.27,3,1,0.5882352941176471,0.058823529411764705,0.0
6660,27,15,1,2,3.57,7,1,0.5555555555555556,0.037037037037037035,0.07407407407407407
6661,12,8,3,0,3.79,7,1,0.6666666666666666,0.25,0.0
6662,20,12,5,2,3.16,7,1,0.6,0.25,0.1
6663,18,8,4,0,2.87,6,1,0.4444444444444444,0.2222222222222222,0.0
6664,29,21,5,1,2.47,7,0,0.7241379310344828,0.1724137931034483,0.034482758620689655
6665,30,16,3,1,3.46,6,0,0.5333333333333333,0.1,0.03333333333333333
6666,15,7,3,2,3.72,7,1,0.4666666666666667,0.2,0.13333333333333333
6667,20,11,4,2,3.79,4,1,0.55,0.2,0.1
6668,17,10,4,2,1.45,6,0,0.5882352941176471,0.23529411764705882,0.11764705882352941
6669,33,19,2,0,3.46,5,1,0.5757575757575758,0.06060606060606061,0.0
6670,31,19,2,0,2.26,4,1,0.6129032258064516,0.06451612903225806,0.0
6671,26,11,4,2,3.84,2,0,0.4230769230769231,0.15384615384615385,0.07692307692307693
6672,15,8,4,2,3.47,6,1,0.5333333333333333,0.26666666666666666,0.13333333333333333
6673,33,24,2,1,2.98,7,1,0.7272727272727273,0.06060606060606061,0.030303030303030304
6674,22,16,2,2,2.64,7,0,0.7272727272727273,0.09090909090909091,0.09090909090909091
6675,34,22,1,2,3.55,4,1,0.6470588235294118,0.029411764705882353,0.058823529411764705
6676,34,19,5,0,2.34,2,1,0.5588235294117647,0.14705882352941177,0.0
6677,10,7,1,2,1.7,2,1,0.7,0.1,0.2
6678,25,11,1,0,3.31,6,0,0.44,0.04,0.0
6679,18,10,3,2,2.22,6,0,0.5555555555555556,0.16666666666666666,0.1111111111111111
6680,29,14,1,1,2.2,2,1,0.4827586206896552,0.034482758620689655,0.034482758620689655
6681,14,6,2,1,2.59,3,0,0.42857142857142855,0.14285714285714285,0.07142857142857142
6682,34,23,4,2,3.5,4,1,0.6764705882352942,0.11764705882352941,0.058823529411764705
6683,20,13,2,2,3.82,6,1,0.65,0.1,0.1
6684,22,14,5,0,3.93,6,1,0.6363636363636364,0.22727272727272727,0.0
6685,20,15,1,2,1.88,4,1,0.75,0.05,0.1
6686,31,23,5,2,1.78,5,0,0.7419354838709677,0.16129032258064516,0.06451612903225806
6687,30,13,1,1,2.59,7,1,0.43333333333333335,0.03333333333333333,0.03333333333333333
6688,20,10,2,2,1.48,6,1,0.5,0.1,0.1
6689,15,7,2,2,2.56,3,0,0.4666666666666667,0.13333333333333333,0.13333333333333333
6690,16,11,5,0,3.02,7,0,0.6875,0.3125,0.0
6691,14,8,4,1,2.21,5,0,0.5714285714285714,0.2857142857142857,0.07142857142857142
6692,20,10,2,1,1.47,7,1,0.5,0.1,0.05
6693,13,9,1,0,1.93,4,1,0.6923076923076923,0.07692307692307693,0.0
6694,17,12,2,1,2.53,7,1,0.7058823529411765,0.11764705882352941,0.058823529411764705
6695,15,10,5,0,1.78,4,0,0.6666666666666666,0.3333333333333333,0.0
6696,19,13,5,1,3.04,3,1,0.6842105263157895,0.2631578947368421,0.05263157894736842
6697,27,17,3,1,2.01,6,1,0.6296296296296297,0.1111111111111111,0.037037037037037035
6698,32,16,5,1,2.46,5,0,0.5,0.15625,0.03125
6699,18,13,2,1,1.2,3,1,0.7222222222222222,0.1111111111111111,0.05555555555555555
6700,13,7,3,2,1.49,3,1,0.5384615384615384,0.23076923076923078,0.15384615384615385
6701,31,19,1,0,2.58,5,1,0.6129032258064516,0.03225806451612903,0.0
6702,13,6,2,1,2.26,2,1,0.46153846153846156,0.15384615384615385,0.07692307692307693
6703,22,9,1,0,2.99,6,1,0.4090909090909091,0.045454545454545456,0.0
6704,24,10,3,2,1.9,4,1,0.4166666666666667,0.125,0.08333333333333333
6705,28,14,1,1,2.64,5,1,0.5,0.03571428571428571,0.03571428571428571
6706,19,9,2,0,3.33,3,1,0.47368421052631576,0.10526315789473684,0.0
6707,14,10,3,1,3.38,2,0,0.7142857142857143,0.21428571428571427,0.07142857142857142
6708,23,12,3,0,2.86,5,0,0.5217391304347826,0.13043478260869565,0.0
6709,18,8,4,1,2.62,7,1,0.4444444444444444,0.2222222222222222,0.05555555555555555
6710,12,8,5,2,3.07,3,1,0.6666666666666666,0.4166666666666667,0.16666666666666666
6711,16,9,2,0,3.14,4,1,0.5625,0.125,0.0
6712,10,4,5,1,3.94,7,1,0.4,0.5,0.1
6713,12,8,4,2,3.77,4,1,0.6666666666666666,0.3333333333333333,0.16666666666666666
6714,20,11,5,2,2.15,3,1,0.55,0.25,0.1
6715,32,18,4,0,3.11,5,0,0.5625,0.125,0.0
6716,27,13,5,0,3.54,7,1,0.48148148148148145,0.18518518518518517,0.0
6717,10,5,2,1,3.75,4,0,0.5,0.2,0.1
6718,10,6,2,0,3.43,6,1,0.6,0.2,0.0
6719,24,17,5,1,2.71,4,0,0.7083333333333334,0.20833333333333334,0.041666666666666664
6720,29,21,4,1,1.23,4,1,0.7241379310344828,0.13793103448275862,0.034482758620689655
6721,12,6,3,0,1.66,2,1,0.5,0.25,0.0
6722,12,7,1,2,2.3,7,1,0.5833333333333334,0.08333333333333333,0.16666666666666666
6723,20,9,3,1,2.43,7,1,0.45,0.15,0.05
6724,17,10,5,1,1.11,3,1,0.5882352941176471,0.29411764705882354,0.058823529411764705
6725,32,14,4,0,3.76,7,1,0.4375,0.125,0.0
6726,24,11,3,1,1.58,3,0,0.4583333333333333,0.125,0.041666666666666664
6727,17,7,1,2,1.85,4,1,0.4117647058823529,0.058823529411764705,0.11764705882352941
6728,29,17,3,0,3.55,4,1,0.5862068965517241,0.10344827586206896,0.0
6729,25,16,3,1,1.64,4,1,0.64,0.12,0.04
6730,24,16,1,0,2.9,4,1,0.6666666666666666,0.041666666666666664,0.0
6731,30,20,1,2,3.98,5,1,0.6666666666666666,0.03333333333333333,0.06666666666666667
6732,23,13,5,0,2.54,2,1,0.5652173913043478,0.21739130434782608,0.0
6733,10,4,4,1,3.02,6,0,0.4,0.4,0.1
6734,10,7,2,2,1.32,4,1,0.7,0.2,0.2
6735,18,11,2,0,2.17,4,1,0.6111111111111112,0.1111111111111111,0.0
6736,11,6,4,2,1.78,2,1,0.5454545454545454,0.36363636363636365,0.18181818181818182
6737,10,5,5,0,3.92,6,0,0.5,0.5,0.0
6738,19,14,5,0,3.95,6,1,0.7368421052631579,0.2631578947368421,0.0
6739,13,7,2,1,1.55,2,1,0.5384615384615384,0.15384615384615385,0.07692307692307693
6740,33,15,2,1,3.38,6,0,0.45454545454545453,0.06060606060606061,0.030303030303030304
6741,32,15,2,0,3.29,5,1,0.46875,0.0625,0.0
6742,12,6,1,0,3.72,2,0,0.5,0.08333333333333333,0.0
6743,30,20,1,1,1.35,2,0,0.6666666666666666,0.03333333333333333,0.03333333333333333
6744,30,13,2,1,2.63,3,1,0.43333333333333335,0.06666666666666667,0.03333333333333333
6745,28,14,5,0,1.29,6,1,0.5,0.17857142857142858,0.0
6746,33,14,1,0,2.54,4,1,0.42424242424242425,0.030303030303030304,0.0
6747,10,6,1,0,3.89,5,0,0.6,0.1,0.0
6748,13,7,4,2,2.7,7,1,0.5384615384615384,0.3076923076923077,0.15384615384615385
6749,29,13,3,0,1.46,4,1,0.4482758620689655,0.10344827586206896,0.0
6750,18,10,1,1,1.58,4,1,0.5555555555555556,0.05555555555555555,0.05555555555555555
6751,21,12,3,1,1.65,3,1,0.5714285714285714,0.14285714285714285,0.047619047619047616
6752,11,6,2,1,2.66,2,1,0.5454545454545454,0.18181818181818182,0.09090909090909091
6753,11,5,3,0,2.42,4,1,0.45454545454545453,0.2727272727272727,0.0
6754,14,9,1,1,1.06,2,1,0.6428571428571429,0.07142857142857142,0.07142857142857142
6755,26,11,2,1,1.12,5,1,0.4230769230769231,0.07692307692307693,0.038461538461538464
6756,28,12,3,2,1.02,6,1,0.42857142857142855,0.10714285714285714,0.07142857142857142
6757,12,7,5,0,2.4,4,0,0.5833333333333334,0.4166666666666667,0.0
6758,14,10,1,0,3.84,4,1,0.7142857142857143,0.07142857142857142,0.0
6759,26,19,4,0,1.31,5,1,0.7307692307692307,0.15384615384615385,0.0
6760,13,5,1,0,1.73,3,1,0.38461538461538464,0.07692307692307693,0.0
6761,31,17,3,0,3.25,5,1,0.5483870967741935,0.0967741935483871,0.0
6762,13,5,1,0,3.45,6,1,0.38461538461538464,0.07692307692307693,0.0
6763,32,22,1,1,1.72,7,1,0.6875,0.03125,0.03125
6764,32,19,1,2,3.75,3,0,0.59375,0.03125,0.0625
6765,13,9,5,1,2.78,6,1,0.6923076923076923,0.38461538461538464,0.07692307692307693
6766,17,11,2,1,2.0,2,1,0.6470588235294118,0.11764705882352941,0.058823529411764705
6767,25,15,3,0,3.69,4,1,0.6,0.12,0.0
6768,15,9,5,1,1.75,6,1,0.6,0.3333333333333333,0.06666666666666667
6769,11,5,4,1,2.26,4,0,0.45454545454545453,0.36363636363636365,0.09090909090909091
6770,31,21,5,1,3.58,2,1,0.6774193548387096,0.16129032258064516,0.03225806451612903
6771,19,11,2,2,1.7,4,1,0.5789473684210527,0.10526315789473684,0.10526315789473684
6772,29,22,4,2,2.81,6,0,0.7586206896551724,0.13793103448275862,0.06896551724137931
6773,32,16,2,1,2.1,3,1,0.5,0.0625,0.03125
6774,31,23,5,2,3.24,5,0,0.7419354838709677,0.16129032258064516,0.06451612903225806
6775,29,21,3,2,2.29,6,0,0.7241379310344828,0.10344827586206896,0.06896551724137931
6776,30,14,3,1,3.77,3,1,0.4666666666666667,0.1,0.03333333333333333
6777,21,10,2,1,2.07,6,1,0.47619047619047616,0.09523809523809523,0.047619047619047616
6778,16,9,4,0,2.67,6,1,0.5625,0.25,0.0
6779,29,14,4,2,3.06,2,1,0.4827586206896552,0.13793103448275862,0.06896551724137931
6780,18,10,3,2,3.35,3,1,0.5555555555555556,0.16666666666666666,0.1111111111111111
6781,33,20,3,2,2.79,6,1,0.6060606060606061,0.09090909090909091,0.06060606060606061
6782,24,16,3,2,3.07,6,0,0.6666666666666666,0.125,0.08333333333333333
6783,28,20,2,0,1.9,3,1,0.7142857142857143,0.07142857142857142,0.0
6784,31,16,5,1,1.65,6,1,0.5161290322580645,0.16129032258064516,0.03225806451612903
6785,15,9,5,2,3.34,2,1,0.6,0.3333333333333333,0.13333333333333333
6786,17,8,4,1,3.74,7,1,0.47058823529411764,0.23529411764705882,0.058823529411764705
6787,24,15,5,1,1.53,6,1,0.625,0.20833333333333334,0.041666666666666664
6788,29,20,3,2,1.46,7,0,0.6896551724137931,0.10344827586206896,0.06896551724137931
6789,22,11,5,1,3.86,3,0,0.5,0.22727272727272727,0.045454545454545456
6790,27,14,3,0,1.92,6,0,0.5185185185185185,0.1111111111111111,0.0
6791,17,11,2,1,3.57,5,1,0.6470588235294118,0.11764705882352941,0.058823529411764705
6792,25,18,2,0,2.3,2,1,0.72,0.08,0.0
6793,33,18,2,2,1.56,5,1,0.5454545454545454,0.06060606060606061,0.06060606060606061
6794,27,17,1,0,1.8,5,1,0.6296296296296297,0.037037037037037035,0.0
6795,16,10,2,1,1.59,3,1,0.625,0.125,0.0625
6796,22,14,5,1,1.78,6,0,0.6363636363636364,0.22727272727272727,0.045454545454545456
6797,25,14,3,1,2.49,2,1,0.56,0.12,0.04
6798,16,9,2,2,1.17,2,1,0.5625,0.125,0.125
6799,15,11,4,2,3.2,7,1,0.7333333333333333,0.26666666666666666,0.13333333333333333
6800,32,17,4,2,3.46,2,0,0.53125,0.125,0.0625
6801,30,16,2,0,2.34,5,1,0.5333333333333333,0.06666666666666667,0.0
6802,25,13,1,0,3.65,5,1,0.52,0.04,0.0
6803,30,18,4,1,2.04,7,0,0.6,0.13333333333333333,0.03333333333333333
6804,23,11,3,0,3.34,4,0,0.4782608695652174,0.13043478260869565,0.0
6805,10,4,4,1,2.22,7,1,0.4,0.4,0.1
6806,29,16,2,0,2.0,6,1,0.5517241379310345,0.06896551724137931,0.0
6807,11,7,5,0,1.11,2,1,0.6363636363636364,0.45454545454545453,0.0
6808,33,24,5,0,3.02,5,1,0.7272727272727273,0.15151515151515152,0.0
6809,31,20,5,2,1.78,6,1,0.6451612903225806,0.16129032258064516,0.06451612903225806
6810,32,20,2,2,2.94,6,1,0.625,0.0625,0.0625
6811,20,13,2,2,3.41,3,0,0.65,0.1,0.1
6812,31,13,1,1,3.86,2,0,0.41935483870967744,0.03225806451612903,0.03225806451612903
6813,14,10,4,0,1.67,2,1,0.7142857142857143,0.2857142857142857,0.0
6814,26,19,3,1,2.23,5,0,0.7307692307692307,0.11538461538461539,0.038461538461538464
6815,15,9,1,0,2.44,3,0,0.6,0.06666666666666667,0.0
6816,22,10,2,2,3.56,4,1,0.45454545454545453,0.09090909090909091,0.09090909090909091
6817,33,21,5,2,1.31,5,1,0.6363636363636364,0.15151515151515152,0.06060606060606061
6818,15,6,1,1,1.04,6,1,0.4,0.06666666666666667,0.06666666666666667
6819,12,8,4,0,1.33,6,1,0.6666666666666666,0.3333333333333333,0.0
6820,19,10,4,2,2.42,4,0,0.5263157894736842,0.21052631578947367,0.10526315789473684
6821,10,6,3,0,2.55,2,1,0.6,0.3,0.0
6822,30,13,5,0,3.27,7,0,0.43333333333333335,0.16666666666666666,0.0
6823,21,9,1,0,2.95,7,1,0.42857142857142855,0.047619047619047616,0.0
6824,33,20,1,0,2.03,2,1,0.6060606060606061,0.030303030303030304,0.0
6825,14,6,2,1,3.86,4,1,0.42857142857142855,0.14285714285714285,0.07142857142857142
6826,21,15,4,0,1.5,6,1,0.7142857142857143,0.19047619047619047,0.0
6827,32,14,1,2,3.94,2,1,0.4375,0.03125,0.0625
6828,27,20,5,1,2.56,7,1,0.7407407407407407,0.18518518518518517,0.037037037037037035
6829,19,9,4,1,2.77,4,1,0.47368421052631576,0.21052631578947367,0.05263157894736842
6830,14,8,5,2,2.73,6,1,0.5714285714285714,0.35714285714285715,0.14285714285714285
6831,28,14,2,1,3.22,4,1,0.5,0.07142857142857142,0.03571428571428571
6832,16,10,5,1,1.46,5,1,0.625,0.3125,0.0625
6833,31,17,4,1,3.69,6,1,0.5483870967741935,0.12903225806451613,0.03225806451612903
