citizen_id,total_reports,valid_reports,invalid_reports,duplicate_reports,fake_image_count,avg_severity_reported,reports_last_30_days,trust_label,valid_ratio,duplicate_rate,fake_image_ratio
2881,16,15,1,1,0,1.55,2,1,0.9375,0.0625,0.0
2882,17,13,4,1,0,2.35,2,1,0.7647058823529411,0.058823529411764705,0.0
2883,9,8,1,0,0,3.26,1,1,0.8888888888888888,0.0,0.0
2884,17,14,3,1,0,3.36,2,1,0.8235294117647058,0.058823529411764705,0.0
2885,8,6,2,1,0,2.24,0,1,0.75,0.125,0.0
2886,15,14,1,1,0,1.45,0,1,0.9333333333333333,0.06666666666666667,0.0
2887,14,12,2,1,0,1.41,1,1,0.8571428571428571,0.07142857142857142,0.0
2888,15,12,3,1,0,2.39,2,1,0.8,0.06666666666666667,0.0
2889,14,11,3,0,0,1.92,2,1,0.7857142857142857,0.0,0.0
2890,15,12,3,0,0,2.54,1,1,0.8,0.0,0.0
2891,6,4,2,1,0,1.46,2,1,0.6666666666666666,0.16666666666666666,0.0
2892,5,4,1,1,0,3.11,1,1,0.8,0.2,0.0
2893,6,5,1,1,0,2.74,2,1,0.8333333333333334,0.16666666666666666,0.0
2894,5,4,1,0,0,2.79,2,1,0.8,0.0,0.0
2895,13,10,3,0,0,2.58,0,1,0.7692307692307693,0.0,0.0
2896,9,8,1,1,0,2.15,1,1,0.8888888888888888,0.1111111111111111,0.0
2897,8,7,1,0,0,3.11,2,1,0.875,0.0,0.0
2898,12,11,1,1,0,2.51,2,1,0.9166666666666666,0.08333333333333333,0.0
2899,5,4,1,0,0,1.99,0,1,0.8,0.0,0.0
2900,7,6,1,0,0,1.57,1,1,0.8571428571428571,0.0,0.0
2901,11,8,3,1,0,2.97,0,1,0.7272727272727273,0.09090909090909091,0.0
2902,16,14,2,1,0,3.14,1,1,0.875,0.0625,0.0
2903,5,4,1,1,0,1.28,2,1,0.8,0.2,0.0
2904,13,11,2,0,0,3.01,2,1,0.8461538461538461,0.0,0.0
2905,6,5,1,0,0,2.45,1,1,0.8333333333333334,0.0,0.0
2906,11,9,2,0,0,2.94,0,1,0.8181818181818182,0.0,0.0
2907,19,16,3,1,0,2.63,2,1,0.8421052631578947,0.05263157894736842,0.0
2908,15,13,2,0,0,1.03,2,1,0.8666666666666667,0.0,0.0
2909,15,12,3,0,0,1.94,2,1,0.8,0.0,0.0
2910,14,13,1,1,0,3.28,2,1,0.9285714285714286,0.07142857142857142,0.0
2911,7,5,2,1,0,2.37,1,1,0.7142857142857143,0.14285714285714285,0.0
2912,9,8,1,0,0,1.59,2,1,0.8888888888888888,0.0,0.0
2913,15,13,2,0,0,2.91,0,1,0.8666666666666667,0.0,0.0
2914,10,8,2,1,0,1.06,2,1,0.8,0.1,0.0
2915,14,13,1,0,0,2.4,2,1,0.9285714285714286,0.0,0.0
2916,5,4,1,0,0,1.03,1,1,0.8,0.0,0.0
2917,18,15,3,0,0,1.14,0,1,0.8333333333333334,0.0,0.0
2918,11,9,2,1,0,2.75,0,1,0.8181818181818182,0.09090909090909091,0.0
2919,8,6,2,0,0,1.76,1,1,0.75,0.0,0.0
2920,17,13,4,0,0,1.66,1,1,0.7647058823529411,0.0,0.0
2921,10,9,1,0,0,3.31,2,1,0.9,0.0,0.0
2922,11,9,2,0,0,3.46,0,1,0.8181818181818182,0.0,0.0
2923,13,10,3,1,0,2.56,2,1,0.7692307692307693,0.07692307692307693,0.0
2924,14,12,2,0,0,3.31,1,1,0.8571428571428571,0.0,0.0
2925,15,12,3,0,0,3.5,2,1,0.8,0.0,0.0
2926,17,14,3,0,0,1.37,1,1,0.8235294117647058,0.0,0.0
2927,18,15,3,1,0,1.59,2,1,0.8333333333333334,0.05555555555555555,0.0
2928,11,9,2,1,0,1.11,0,1,0.8181818181818182,0.09090909090909091,0.0
2929,13,11,2,1,0,1.38,0,1,0.8461538461538461,0.07692307692307693,0.0
2930,13,11,2,1,0,1.89,2,1,0.8461538461538461,0.07692307692307693,0.0
2931,17,16,1,1,0,3.06,0,1,0.9411764705882353,0.058823529411764705,0.0
2932,15,12,3,0,0,1.19,2,1,0.8,0.0,0.0
2933,14,11,3,1,0,2.12,0,1,0.7857142857142857,0.07142857142857142,0.0
2934,14,11,3,0,0,3.31,1,1,0.7857142857142857,0.0,0.0
2935,8,6,2,0,0,1.9,0,1,0.75,0.0,0.0
2936,10,8,2,1,0,1.42,1,1,0.8,0.1,0.0
2937,16,13,3,0,0,3.45,0,1,0.8125,0.0,0.0
2938,7,5,2,0,0,1.26,1,1,0.7142857142857143,0.0,0.0
2939,19,17,2,1,0,1.02,1,1,0.8947368421052632,0.05263157894736842,0.0
2940,7,6,1,0,0,1.01,2,1,0.8571428571428571,0.0,0.0
2941,11,8,3,1,0,1.74,2,1,0.7272727272727273,0.09090909090909091,0.0
2942,19,15,4,0,0,3.08,1,1,0.7894736842105263,0.0,0.0
2943,18,14,4,0,0,1.52,2,1,0.7777777777777778,0.0,0.0
2944,15,14,1,1,0,2.54,0,1,0.9333333333333333,0.06666666666666667,0.0
2945,15,13,2,1,0,3.32,1,1,0.8666666666666667,0.06666666666666667,0.0
2946,9,8,1,1,0,1.22,2,1,0.8888888888888888,0.1111111111111111,0.0
2947,6,4,2,1,0,1.4,2,1,0.6666666666666666,0.16666666666666666,0.0
2948,19,17,2,0,0,1.76,2,1,0.8947368421052632,0.0,0.0
2949,5,4,1,0,0,1.47,0,1,0.8,0.0,0.0
2950,14,11,3,1,0,2.32,1,1,0.7857142857142857,0.07142857142857142,0.0
2951,18,17,1,1,0,2.53,0,1,0.9444444444444444,0.05555555555555555,0.0
2952,11,10,1,1,0,1.91,0,1,0.9090909090909091,0.09090909090909091,0.0
2953,17,16,1,1,0,3.47,1,1,0.9411764705882353,0.058823529411764705,0.0
2954,13,11,2,0,0,3.33,1,1,0.8461538461538461,0.0,0.0
2955,17,13,4,0,0,2.05,2,1,0.7647058823529411,0.0,0.0
2956,7,5,2,0,0,2.94,1,1,0.7142857142857143,0.0,0.0
2957,11,10,1,0,0,1.53,2,1,0.9090909090909091,0.0,0.0
2958,11,10,1,1,0,1.84,1,1,0.9090909090909091,0.09090909090909091,0.0
2959,19,15,4,0,0,1.08,2,1,0.7894736842105263,0.0,0.0
2960,14,13,1,0,0,3.37,0,1,0.9285714285714286,0.0,0.0
2961,6,5,1,1,0,2.61,1,1,0.8333333333333334,0.16666666666666666,0.0
2962,17,13,4,1,0,2.27,1,1,0.7647058823529411,0.058823529411764705,0.0
2963,6,4,2,1,0,3.1,2,1,0.6666666666666666,0.16666666666666666,0.0
2964,5,4,1,0,0,2.65,0,1,0.8,0.0,0.0
2965,15,13,2,0,0,3.23,1,1,0.8666666666666667,0.0,0.0
2966,12,9,3,0,0,2.01,2,1,0.75,0.0,0.0
2967,15,14,1,1,0,1.13,0,1,0.9333333333333333,0.06666666666666667,0.0
2968,10,9,1,1,0,1.39,1,1,0.9,0.1,0.0
2969,18,15,3,0,0,3.38,1,1,0.8333333333333334,0.0,0.0
2970,10,8,2,0,0,1.33,2,1,0.8,0.0,0.0
2971,6,5,1,1,0,2.02,2,1,0.8333333333333334,0.16666666666666666,0.0
2972,10,9,1,1,0,2.28,0,1,0.9,0.1,0.0
2973,12,10,2,1,0,1.99,1,1,0.8333333333333334,0.08333333333333333,0.0
2974,17,15,2,1,0,2.24,1,1,0.8823529411764706,0.058823529411764705,0.0
2975,18,15,3,1,0,2.0,2,1,0.8333333333333334,0.05555555555555555,0.0
2976,13,12,1,1,0,1.57,0,1,0.9230769230769231,0.07692307692307693,0.0
2977,11,8,3,0,0,3.07,0,1,0.7272727272727273,0.0,0.0
2978,8,6,2,1,0,1.38,1,1,0.75,0.125,0.0
2979,12,9,3,0,0,3.26,0,1,0.75,0.0,0.0
2980,15,14,1,0,0,3.15,1,1,0.9333333333333333,0.0,0.0
2981,18,15,3,1,0,2.81,1,1,0.8333333333333334,0.05555555555555555,0.0
2982,11,8,3,1,0,2.18,2,1,0.7272727272727273,0.09090909090909091,0.0
2983,13,10,3,0,0,2.41,2,1,0.7692307692307693,0.0,0.0
2984,7,6,1,1,0,1.58,1,1,0.8571428571428571,0.14285714285714285,0.0
2985,8,6,2,1,0,3.11,2,1,0.75,0.125,0.0
2986,6,4,2,1,0,3.28,2,1,0.6666666666666666,0.16666666666666666,0.0
2987,14,13,1,0,0,3.3,2,1,0.9285714285714286,0.0,0.0
2988,14,13,1,1,0,2.98,1,1,0.9285714285714286,0.07142857142857142,0.0
2989,12,9,3,1,0,1.23,1,1,0.75,0.08333333333333333,0.0
2990,11,9,2,1,0,2.04,0,1,0.8181818181818182,0.09090909090909091,0.0
2991,7,5,2,0,0,1.79,2,1,0.7142857142857143,0.0,0.0
2992,9,7,2,0,0,2.2,1,1,0.7777777777777778,0.0,0.0
2993,19,15,4,1,0,1.93,1,1,0.7894736842105263,0.05263157894736842,0.0
2994,9,8,1,0,0,3.33,1,1,0.8888888888888888,0.0,0.0
2995,10,8,2,0,0,3.18,1,1,0.8,0.0,0.0
2996,7,5,2,1,0,1.3,1,1,0.7142857142857143,0.14285714285714285,0.0
2997,14,11,3,1,0,2.45,2,1,0.7857142857142857,0.07142857142857142,0.0
2998,10,8,2,0,0,2.29,2,1,0.8,0.0,0.0
2999,7,5,2,0,0,2.06,1,1,0.7142857142857143,0.0,0.0
3000,8,7,1,1,0,2.28,2,1,0.875,0.125,0.0
3001,15,14,1,1,0,1.81,1,1,0.9333333333333333,0.06666666666666667,0.0
3002,17,13,4,1,0,3.29,0,1,0.7647058823529411,0.058823529411764705,0.0
3003,16,12,4,0,0,2.16,1,1,0.75,0.0,0.0
3004,18,16,2,0,0,3.09,0,1,0.8888888888888888,0.0,0.0
3005,5,4,1,0,0,2.65,1,1,0.8,0.0,0.0
3006,19,16,3,1,0,1.52,0,1,0.8421052631578947,0.05263157894736842,0.0
3007,7,6,1,1,0,2.33,2,1,0.8571428571428571,0.14285714285714285,0.0
3008,12,11,1,0,0,1.54,2,1,0.9166666666666666,0.0,0.0
3009,8,7,1,0,0,1.87,2,1,0.875,0.0,0.0
3010,10,9,1,1,0,3.16,0,1,0.9,0.1,0.0
3011,12,9,3,1,0,1.54,1,1,0.75,0.08333333333333333,0.0
3012,5,4,1,1,0,2.2,1,1,0.8,0.2,0.0
3013,9,8,1,0,0,1.68,2,1,0.8888888888888888,0.0,0.0
3014,8,6,2,0,0,1.33,1,1,0.75,0.0,0.0
3015,14,12,2,1,0,1.65,0,1,0.8571428571428571,0.07142857142857142,0.0
3016,9,8,1,1,0,2.44,0,1,0.8888888888888888,0.1111111111111111,0.0
3017,16,15,1,1,0,2.87,2,1,0.9375,0.0625,0.0
3018,16,15,1,1,0,2.87,0,1,0.9375,0.0625,0.0
3019,6,5,1,0,0,1.05,2,1,0.8333333333333334,0.0,0.0
3020,19,17,2,1,0,1.02,2,1,0.8947368421052632,0.05263157894736842,0.0
3021,8,7,1,1,0,2.71,2,1,0.875,0.125,0.0
3022,19,16,3,1,0,2.68,1,1,0.8421052631578947,0.05263157894736842,0.0
3023,19,15,4,0,0,3.1,2,1,0.7894736842105263,0.0,0.0
3024,6,5,1,1,0,2.95,2,1,0.8333333333333334,0.16666666666666666,0.0
3025,7,6,1,1,0,1.61,2,1,0.8571428571428571,0.14285714285714285,0.0
3026,5,4,1,0,0,2.44,0,1,0.8,0.0,0.0
3027,13,12,1,0,0,3.43,0,1,0.9230769230769231,0.0,0.0
3028,13,12,1,1,0,1.54,2,1,0.9230769230769231,0.07692307692307693,0.0
3029,11,9,2,0,0,1.45,2,1,0.8181818181818182,0.0,0.0
3030,6,4,2,0,0,1.44,1,1,0.6666666666666666,0.0,0.0
3031,15,14,1,0,0,2.29,2,1,0.9333333333333333,0.0,0.0
3032,18,16,2,1,0,2.03,0,1,0.8888888888888888,0.05555555555555555,0.0
3033,8,6,2,0,0,2.74,0,1,0.75,0.0,0.0
3034,17,13,4,1,0,2.92,1,1,0.7647058823529411,0.058823529411764705,0.0
3035,8,6,2,0,0,1.05,0,1,0.75,0.0,0.0
3036,13,10,3,1,0,1.1,1,1,0.7692307692307693,0.07692307692307693,0.0
3037,13,11,2,1,0,3.17,1,1,0.8461538461538461,0.07692307692307693,0.0
3038,16,12,4,0,0,1.34,2,1,0.75,0.0,0.0
3039,5,4,1,1,0,1.5,0,1,0.8,0.2,0.0
3040,8,7,1,1,0,2.4,0,1,0.875,0.125,0.0
3041,14,13,1,0,0,2.56,2,1,0.9285714285714286,0.0,0.0
3042,8,7,1,0,0,1.28,0,1,0.875,0.0,0.0
3043,18,15,3,1,0,1.73,2,1,0.8333333333333334,0.05555555555555555,0.0
3044,9,7,2,0,0,2.15,0,1,0.7777777777777778,0.0,0.0
3045,8,7,1,1,0,2.59,2,1,0.875,0.125,0.0
3046,14,11,3,1,0,1.5,1,1,0.7857142857142857,0.07142857142857142,0.0
3047,7,5,2,1,0,2.19,2,1,0.7142857142857143,0.14285714285714285,0.0
3048,16,12,4,1,0,2.65,0,1,0.75,0.0625,0.0
3049,12,11,1,0,0,2.51,0,1,0.9166666666666666,0.0,0.0
3050,10,8,2,1,0,1.39,1,1,0.8,0.1,0.0
3051,11,8,3,1,0,2.97,2,1,0.7272727272727273,0.09090909090909091,0.0
3052,18,17,1,1,0,2.7,0,1,0.9444444444444444,0.05555555555555555,0.0
3053,16,12,4,0,0,1.21,0,1,0.75,0.0,0.0
3054,11,10,1,0,0,1.11,1,1,0.9090909090909091,0.0,0.0
3055,13,11,2,1,0,2.84,0,1,0.8461538461538461,0.07692307692307693,0.0
3056,18,16,2,0,0,3.17,1,1,0.8888888888888888,0.0,0.0
3057,6,5,1,0,0,1.39,0,1,0.8333333333333334,0.0,0.0
3058,9,7,2,0,0,2.4,0,1,0.7777777777777778,0.0,0.0
3059,10,9,1,1,0,2.82,1,1,0.9,0.1,0.0
3060,9,8,1,0,0,3.28,2,1,0.8888888888888888,0.0,0.0
3061,12,11,1,1,0,2.29,1,1,0.9166666666666666,0.08333333333333333,0.0
3062,7,6,1,1,0,2.5,1,1,0.8571428571428571,0.14285714285714285,0.0
3063,17,15,2,0,0,2.95,1,1,0.8823529411764706,0.0,0.0
3064,12,10,2,1,0,3.06,0,1,0.8333333333333334,0.08333333333333333,0.0
3065,10,8,2,1,0,1.54,0,1,0.8,0.1,0.0
3066,7,6,1,0,0,1.7,1,1,0.8571428571428571,0.0,0.0
3067,11,10,1,1,0,1.54,2,1,0.9090909090909091,0.09090909090909091,0.0
3068,16,13,3,1,0,3.0,1,1,0.8125,0.0625,0.0
3069,6,5,1,1,0,2.79,0,1,0.8333333333333334,0.16666666666666666,0.0
3070,13,11,2,1,0,1.1,0,1,0.8461538461538461,0.07692307692307693,0.0
3071,8,6,2,0,0,1.37,1,1,0.75,0.0,0.0
3072,9,8,1,0,0,3.41,1,1,0.8888888888888888,0.0,0.0
3073,13,11,2,1,0,1.08,1,1,0.8461538461538461,0.07692307692307693,0.0
3074,12,11,1,0,0,2.89,1,1,0.9166666666666666,0.0,0.0
3075,18,14,4,1,0,1.66,1,1,0.7777777777777778,0.05555555555555555,0.0
3076,16,12,4,1,0,3.27,2,1,0.75,0.0625,0.0
3077,17,13,4,0,0,2.54,0,1,0.7647058823529411,0.0,0.0
3078,14,13,1,0,0,3.5,1,1,0.9285714285714286,0.0,0.0
3079,13,12,1,1,0,1.26,0,1,0.9230769230769231,0.07692307692307693,0.0
3080,6,4,2,1,0,1.97,2,1,0.6666666666666666,0.16666666666666666,0.0
3081,14,12,2,0,0,1.21,0,1,0.8571428571428571,0.0,0.0
3082,17,14,3,0,0,1.2,0,1,0.8235294117647058,0.0,0.0
3083,12,9,3,1,0,2.07,2,1,0.75,0.08333333333333333,0.0
3084,8,7,1,1,0,2.1,1,1,0.875,0.125,0.0
3085,19,16,3,1,0,1.97,2,1,0.8421052631578947,0.05263157894736842,0.0
3086,8,7,1,1,0,2.85,2,1,0.875,0.125,0.0
3087,17,15,2,0,0,1.59,0,1,0.8823529411764706,0.0,0.0
3088,17,14,3,0,0,2.21,2,1,0.8235294117647058,0.0,0.0
3089,6,5,1,1,0,2.79,0,1,0.8333333333333334,0.16666666666666666,0.0
3090,11,9,2,0,0,1.34,1,1,0.8181818181818182,0.0,0.0
3091,15,13,2,0,0,3.39,2,1,0.8666666666666667,0.0,0.0
3092,11,8,3,0,0,1.47,2,1,0.7272727272727273,0.0,0.0
3093,7,6,1,0,0,3.38,1,1,0.8571428571428571,0.0,0.0
3094,11,10,1,1,0,1.78,2,1,0.9090909090909091,0.09090909090909091,0.0
3095,11,8,3,0,0,2.4,1,1,0.7272727272727273,0.0,0.0
3096,19,16,3,0,0,1.2,1,1,0.8421052631578947,0.0,0.0
3097,7,6,1,0,0,2.21,1,1,0.8571428571428571,0.0,0.0
3098,10,9,1,0,0,1.37,0,1,0.9,0.0,0.0
3099,13,11,2,0,0,1.63,0,1,0.8461538461538461,0.0,0.0
3100,11,10,1,1,0,1.44,1,1,0.9090909090909091,0.09090909090909091,0.0
3101,18,16,2,0,0,3.16,2,1,0.8888888888888888,0.0,0.0
3102,13,11,2,0,0,2.91,2,1,0.8461538461538461,0.0,0.0
3103,13,12,1,1,0,3.32,0,1,0.9230769230769231,0.07692307692307693,0.0
3104,15,13,2,0,0,1.04,2,1,0.8666666666666667,0.0,0.0
3105,10,9,1,1,0,1.25,0,1,0.9,0.1,0.0
3106,18,15,3,1,0,1.07,2,1,0.8333333333333334,0.05555555555555555,0.0
3107,12,11,1,1,0,1.38,2,1,0.9166666666666666,0.08333333333333333,0.0
3108,13,10,3,0,0,1.51,2,1,0.7692307692307693,0.0,0.0
3109,13,10,3,0,0,3.19,2,1,0.7692307692307693,0.0,0.0
3110,17,16,1,0,0,1.86,1,1,0.9411764705882353,0.0,0.0
3111,15,12,3,0,0,3.17,1,1,0.8,0.0,0.0
3112,10,8,2,0,0,1.56,0,1,0.8,0.0,0.0
3113,14,13,1,1,0,2.55,2,1,0.9285714285714286,0.07142857142857142,0.0
3114,12,9,3,0,0,2.89,2,1,0.75,0.0,0.0
3115,8,6,2,1,0,2.15,0,1,0.75,0.125,0.0
3116,9,7,2,0,0,1.85,1,1,0.7777777777777778,0.0,0.0
3117,18,17,1,1,0,3.29,1,1,0.9444444444444444,0.05555555555555555,0.0
3118,9,7,2,1,0,2.46,2,1,0.7777777777777778,0.1111111111111111,0.0
3119,12,11,1,0,0,2.63,0,1,0.9166666666666666,0.0,0.0
3120,10,9,1,0,0,3.25,1,1,0.9,0.0,0.0
3121,11,10,1,0,0,1.48,0,1,0.9090909090909091,0.0,0.0
3122,10,9,1,1,0,1.32,1,1,0.9,0.1,0.0
3123,11,9,2,0,0,1.14,2,1,0.8181818181818182,0.0,0.0
3124,5,4,1,1,0,1.05,1,1,0.8,0.2,0.0
3125,16,14,2,1,0,2.92,2,1,0.875,0.0625,0.0
3126,10,9,1,1,0,2.55,1,1,0.9,0.1,0.0
3127,8,6,2,1,0,2.63,0,1,0.75,0.125,0.0
3128,11,8,3,0,0,3.41,1,1,0.7272727272727273,0.0,0.0
3129,19,16,3,0,0,1.76,0,1,0.8421052631578947,0.0,0.0
3130,8,6,2,1,0,2.54,2,1,0.75,0.125,0.0
3131,17,15,2,0,0,2.76,1,1,0.8823529411764706,0.0,0.0
3132,10,8,2,1,0,2.28,2,1,0.8,0.1,0.0
3133,7,6,1,0,0,1.66,1,1,0.8571428571428571,0.0,0.0
3134,7,6,1,0,0,2.23,2,1,0.8571428571428571,0.0,0.0
3135,18,15,3,0,0,1.26,0,1,0.8333333333333334,0.0,0.0
3136,10,8,2,1,0,2.89,0,1,0.8,0.1,0.0
3137,15,13,2,0,0,2.61,2,1,0.8666666666666667,0.0,0.0
3138,15,14,1,0,0,1.36,0,1,0.9333333333333333,0.0,0.0
3139,6,5,1,1,0,2.61,1,1,0.8333333333333334,0.16666666666666666,0.0
3140,11,9,2,1,0,2.1,0,1,0.8181818181818182,0.09090909090909091,0.0
3141,13,10,3,1,0,2.42,1,1,0.7692307692307693,0.07692307692307693,0.0
3142,12,11,1,1,0,2.17,0,1,0.9166666666666666,0.08333333333333333,0.0
3143,11,8,3,1,0,2.56,0,1,0.7272727272727273,0.09090909090909091,0.0
3144,18,17,1,1,0,2.3,1,1,0.9444444444444444,0.05555555555555555,0.0
3145,13,10,3,1,0,1.6,2,1,0.7692307692307693,0.07692307692307693,0.0
3146,10,9,1,1,0,1.64,0,1,0.9,0.1,0.0
3147,10,9,1,0,0,1.33,0,1,0.9,0.0,0.0
3148,7,6,1,0,0,3.07,2,1,0.8571428571428571,0.0,0.0
3149,7,6,1,1,0,1.08,2,1,0.8571428571428571,0.14285714285714285,0.0
3150,5,4,1,1,0,1.86,2,1,0.8,0.2,0.0
3151,12,10,2,0,0,1.05,1,1,0.8333333333333334,0.0,0.0
3152,13,10,3,0,0,2.06,1,1,0.7692307692307693,0.0,0.0
3153,7,5,2,0,0,2.72,1,1,0.7142857142857143,0.0,0.0
3154,15,13,2,1,0,2.7,1,1,0.8666666666666667,0.06666666666666667,0.0
3155,11,9,2,1,0,1.94,0,1,0.8181818181818182,0.09090909090909091,0.0
3156,12,11,1,1,0,3.12,2,1,0.9166666666666666,0.08333333333333333,0.0
3157,8,7,1,0,0,1.34,0,1,0.875,0.0,0.0
3158,6,4,2,1,0,1.05,0,1,0.6666666666666666,0.16666666666666666,0.0
3159,12,9,3,0,0,3.46,0,1,0.75,0.0,0.0
3160,15,14,1,0,0,2.79,2,1,0.9333333333333333,0.0,0.0
3161,15,14,1,1,0,1.8,2,1,0.9333333333333333,0.06666666666666667,0.0
3162,9,8,1,0,0,2.61,2,1,0.8888888888888888,0.0,0.0
3163,19,18,1,0,0,2.26,0,1,0.9473684210526315,0.0,0.0
3164,5,4,1,1,0,1.3,2,1,0.8,0.2,0.0
3165,6,5,1,0,0,2.96,1,1,0.8333333333333334,0.0,0.0
3166,10,8,2,0,0,2.76,0,1,0.8,0.0,0.0
3167,19,17,2,1,0,1.6,2,1,0.8947368421052632,0.05263157894736842,0.0
3168,17,13,4,1,0,2.58,1,1,0.7647058823529411,0.058823529411764705,0.0
3169,6,4,2,0,0,2.52,2,1,0.6666666666666666,0.0,0.0
3170,5,4,1,1,0,1.83,0,1,0.8,0.2,0.0
3171,15,14,1,0,0,3.0,2,1,0.9333333333333333,0.0,0.0
3172,17,16,1,0,0,1.83,0,1,0.9411764705882353,0.0,0.0
3173,5,4,1,0,0,1.91,2,1,0.8,0.0,0.0
3174,14,11,3,0,0,1.8,2,1,0.7857142857142857,0.0,0.0
3175,10,8,2,0,0,1.4,0,1,0.8,0.0,0.0
3176,9,7,2,0,0,1.05,0,1,0.7777777777777778,0.0,0.0
3177,6,4,2,0,0,2.98,0,1,0.6666666666666666,0.0,0.0
3178,6,5,1,0,0,1.59,1,1,0.8333333333333334,0.0,0.0
3179,18,15,3,1,0,1.53,2,1,0.8333333333333334,0.05555555555555555,0.0
3180,5,4,1,1,0,2.7,0,1,0.8,0.2,0.0
3181,5,4,1,0,0,3.32,0,1,0.8,0.0,0.0
3182,8,6,2,1,0,3.3,2,1,0.75,0.125,0.0
3183,14,12,2,1,0,3.03,1,1,0.8571428571428571,0.07142857142857142,0.0
3184,15,13,2,0,0,2.8,0,1,0.8666666666666667,0.0,0.0
3185,13,12,1,1,0,2.46,1,1,0.9230769230769231,0.07692307692307693,0.0
3186,5,4,1,1,0,1.9,0,1,0.8,0.2,0.0
3187,16,15,1,1,0,1.94,1,1,0.9375,0.0625,0.0
3188,5,4,1,1,0,1.27,0,1,0.8,0.2,0.0
3189,13,10,3,1,0,3.39,2,1,0.7692307692307693,0.07692307692307693,0.0
3190,18,15,3,0,0,2.64,2,1,0.8333333333333334,0.0,0.0
3191,15,12,3,0,0,2.21,1,1,0.8,0.0,0.0
3192,7,5,2,1,0,1.9,0,1,0.7142857142857143,0.14285714285714285,0.0
3193,10,9,1,0,0,3.28,2,1,0.9,0.0,0.0
3194,12,11,1,0,0,3.49,1,1,0.9166666666666666,0.0,0.0
3195,6,4,2,1,0,3.27,0,1,0.6666666666666666,0.16666666666666666,0.0
3196,16,14,2,0,0,1.77,0,1,0.875,0.0,0.0
3197,16,13,3,0,0,3.38,0,1,0.8125,0.0,0.0
3198,5,4,1,0,0,2.07,2,1,0.8,0.0,0.0
3199,12,9,3,0,0,1.48,0,1,0.75,0.0,0.0
3200,10,8,2,0,0,3.39,1,1,0.8,0.0,0.0
3201,5,4,1,1,0,3.43,1,1,0.8,0.2,0.0
3202,14,12,2,0,0,2.23,0,1,0.8571428571428571,0.0,0.0
3203,9,8,1,1,0,1.88,1,1,0.8888888888888888,0.1111111111111111,0.0
3204,18,15,3,0,0,1.37,2,1,0.8333333333333334,0.0,0.0
3205,13,11,2,1,0,2.95,1,1,0.8461538461538461,0.07692307692307693,0.0
3206,11,9,2,1,0,2.85,1,1,0.8181818181818182,0.09090909090909091,0.0
3207,13,11,2,0,0,3.07,1,1,0.8461538461538461,0.0,0.0
3208,5,4,1,1,0,3.32,1,1,0.8,0.2,0.0
3209,18,16,2,1,0,2.72,0,1,0.8888888888888888,0.05555555555555555,0.0
3210,15,13,2,1,0,2.09,0,1,0.8666666666666667,0.06666666666666667,0.0
3211,7,5,2,1,0,1.94,1,1,0.7142857142857143,0.14285714285714285,0.0
3212,10,9,1,1,0,3.2,2,1,0.9,0.1,0.0
3213,12,11,1,0,0,3.17,2,1,0.9166666666666666,0.0,0.0
3214,5,4,1,1,0,2.12,1,1,0.8,0.2,0.0
3215,16,13,3,1,0,3.02,1,1,0.8125,0.0625,0.0
3216,9,8,1,0,0,2.39,0,1,0.8888888888888888,0.0,0.0
3217,19,17,2,1,0,2.48,2,1,0.8947368421052632,0.05263157894736842,0.0
3218,7,6,1,1,0,1.61,0,1,0.8571428571428571,0.14285714285714285,0.0
3219,7,6,1,1,0,3.14,0,1,0.8571428571428571,0.14285714285714285,0.0
3220,14,12,2,0,0,3.23,2,1,0.8571428571428571,0.0,0.0
3221,7,6,1,1,0,3.44,0,1,0.8571428571428571,0.14285714285714285,0.0
3222,16,15,1,1,0,3.22,2,1,0.9375,0.0625,0.0
3223,13,10,3,1,0,2.36,0,1,0.7692307692307693,0.07692307692307693,0.0
3224,8,7,1,1,0,2.26,2,1,0.875,0.125,0.0
3225,12,9,3,1,0,1.4,0,1,0.75,0.08333333333333333,0.0
3226,15,12,3,1,0,1.38,2,1,0.8,0.06666666666666667,0.0
3227,11,9,2,0,0,1.44,1,1,0.8181818181818182,0.0,0.0
3228,13,12,1,0,0,1.59,0,1,0.9230769230769231,0.0,0.0
3229,8,7,1,1,0,2.74,0,1,0.875,0.125,0.0
3230,14,13,1,0,0,2.34,2,1,0.9285714285714286,0.0,0.0
3231,11,9,2,0,0,1.82,1,1,0.8181818181818182,0.0,0.0
3232,13,11,2,1,0,1.81,0,1,0.8461538461538461,0.07692307692307693,0.0
3233,15,14,1,1,0,1.74,0,1,0.9333333333333333,0.06666666666666667,0.0
3234,15,12,3,1,0,2.68,0,1,0.8,0.06666666666666667,0.0
3235,17,14,3,1,0,2.83,1,1,0.8235294117647058,0.058823529411764705,0.0
3236,15,14,1,1,0,1.36,2,1,0.9333333333333333,0.06666666666666667,0.0
3237,17,16,1,1,0,2.56,1,1,0.9411764705882353,0.058823529411764705,0.0
3238,10,9,1,1,0,2.79,1,1,0.9,0.1,0.0
3239,15,12,3,1,0,2.19,1,1,0.8,0.06666666666666667,0.0
3240,13,11,2,1,0,1.71,2,1,0.8461538461538461,0.07692307692307693,0.0
3241,11,8,3,1,0,1.72,1,1,0.7272727272727273,0.09090909090909091,0.0
3242,18,14,4,1,0,2.45,0,1,0.7777777777777778,0.05555555555555555,0.0
