incident_id,severity_label,severity_score,area_load,available_teams,team_skill_match,historical_team_performance,citizen_trust_score,priority_level,assigned_team,suggested_resources
1034,Medium,0.6,0.31,1,0.82,0.58,0.6,P2,Team_B,Medium
1035,Low,0.3,0.58,3,0.75,0.87,0.4,P2,Team_A,Medium
1036,High,0.9,0.77,2,0.95,0.77,0.94,P1,Team_B,High
1037,Low,0.3,0.47,4,0.69,0.75,0.72,P2,Team_B,Medium
1038,Low,0.3,0.55,3,0.58,0.78,0.4,P2,Team_A,Medium
1039,High,0.9,0.45,2,0.71,0.8,0.38,P2,Team_B,Medium
1040,Low,0.3,0.45,4,0.74,0.55,0.76,P2,Team_A,Medium
1041,High,0.9,0.56,1,0.86,0.42,0.81,P2,Team_B,Medium
1042,Medium,0.6,0.47,4,0.88,0.62,0.89,P2,Team_B,Medium
1043,High,0.9,0.75,1,0.7,0.63,0.56,P1,Team_A,High
1044,Medium,0.6,0.29,2,0.8,0.52,0.74,P2,Team_A,Medium
1045,Low,0.3,0.89,4,0.71,0.48,0.37,P2,Team_B,Medium
1046,Low,0.3,0.24,1,0.89,0.78,0.67,P3,Team_A,Low
1047,High,0.9,0.35,4,0.49,0.75,0.79,P2,Team_C,Medium
1048,Medium,0.6,0.57,2,0.72,0.64,0.66,P2,Team_B,Medium
1049,Low,0.3,0.38,1,0.86,0.82,0.47,P3,Team_B,Low
1050,Low,0.3,0.64,1,0.9,0.45,0.6,P2,Team_B,Medium
1051,Medium,0.6,0.66,2,0.75,0.81,0.7,P2,Team_B,Medium
1052,Low,0.3,0.06,3,0.9,0.46,0.84,P3,Team_C,Low
1053,High,0.9,0.46,4,0.9,0.66,0.38,P2,Team_C,Medium
1054,Low,0.3,0.81,4,0.74,0.3,0.96,P2,Team_B,Medium
1055,Low,0.3,0.81,1,0.79,0.71,0.63,P2,Team_B,Medium
1056,High,0.9,0.72,2,0.88,0.59,0.62,P1,Team_A,High
1057,Medium,0.6,0.24,3,0.92,0.65,0.46,P2,Team_B,Medium
1058,Medium,0.6,0.64,3,0.79,0.79,0.58,P2,Team_B,Medium
1059,High,0.9,0.67,1,0.8,0.71,0.84,P1,Team_C,High
1060,High,0.9,0.25,1,0.78,0.5,0.92,P2,Team_B,Medium
1061,Medium,0.6,0.9,2,0.53,0.58,0.66,P2,Team_C,Medium
1062,Low,0.3,0.21,1,0.63,0.83,0.85,P3,Team_A,Low
1063,High,0.9,0.64,2,0.96,0.96,0.83,P1,Team_A,High
1064,High,0.9,0.51,4,0.97,0.63,0.4,P2,Team_C,Medium
1065,Low,0.3,0.83,3,0.86,0.42,0.82,P2,Team_B,Medium
1066,Low,0.3,0.47,1,0.71,0.51,0.88,P2,Team_A,Medium
1067,Low,0.3,0.69,1,0.92,0.63,0.91,P2,Team_B,Medium
1068,High,0.9,0.68,3,0.78,0.61,0.66,P1,Team_A,High
1069,Medium,0.6,0.59,4,0.59,0.74,0.32,P2,Team_B,Medium
1070,High,0.9,0.77,4,0.76,0.56,0.77,P1,Team_C,High
1071,High,0.9,0.73,1,0.81,0.92,0.78,P1,Team_B,High
1072,Low,0.3,0.73,1,0.78,0.48,0.97,P2,Team_A,Medium
1073,Low,0.3,0.73,1,0.79,0.71,0.33,P2,Team_B,Medium
1074,Low,0.3,0.15,1,0.45,0.72,0.73,P3,Team_A,Low
1075,Medium,0.6,0.25,1,0.62,0.26,0.8,P2,Team_B,Medium
1076,Low,0.3,0.34,2,0.47,0.5,0.87,P3,Team_A,Low
1077,Medium,0.6,0.47,1,0.68,0.61,0.83,P2,Team_C,Medium
1078,Low,0.3,0.34,3,0.53,0.73,0.87,P3,Team_A,Low
1079,Low,0.3,0.84,4,0.41,0.88,0.88,P2,Team_A,Medium
1080,Low,0.3,0.87,4,0.79,0.45,0.42,P2,Team_A,Medium
1081,Low,0.3,0.69,2,0.82,0.8,0.77,P2,Team_C,Medium
1082,Low,0.3,0.41,3,0.96,0.36,0.66,P2,Team_C,Medium
1083,High,0.9,0.54,3,0.76,0.79,0.9,P2,Team_C,Medium
1084,Medium,0.6,0.77,1,0.86,0.27,0.43,P2,Team_C,Medium
1085,Low,0.3,0.36,1,0.8,0.59,0.85,P3,Team_A,Low
1086,Low,0.3,0.43,4,0.77,0.76,0.45,P2,Team_C,Medium
1087,Low,0.3,0.33,1,0.73,0.87,0.84,P3,Team_A,Low
1088,Medium,0.6,0.24,1,0.86,0.68,0.89,P2,Team_A,Medium
1089,Medium,0.6,0.31,4,0.77,0.48,0.65,P2,Team_B,Medium
1090,Low,0.3,0.4,3,0.37,0.74,0.9,P2,Team_C,Medium
1091,Low,0.3,0.73,4,0.76,0.69,0.72,P2,Team_C,Medium
1092,High,0.9,0.76,1,0.6,0.89,0.6,P1,Team_C,High
1093,Low,0.3,0.83,3,0.81,0.59,0.43,P2,Team_C,Medium
1094,Medium,0.6,0.34,4,0.68,0.61,0.66,P2,Team_C,Medium
1095,Medium,0.6,0.44,3,0.59,0.64,0.43,P2,Team_A,Medium
1096,Low,0.3,0.7,4,0.7,0.32,0.68,P2,Team_B,Medium
1097,Low,0.3,0.23,2,0.63,0.87,0.53,P3,Team_C,Low
1098,High,0.9,0.28,4,0.8,0.48,0.5,P2,Team_B,Medium
1099,High,0.9,0.24,1,0.79,0.57,0.55,P2,Team_A,Medium
1100,High,0.9,0.13,1,0.69,0.82,0.92,P2,Team_C,Medium
1101,Low,0.3,0.6,1,0.39,0.85,0.34,P2,Team_C,Medium
1102,Low,0.3,0.44,4,0.66,0.58,0.5,P2,Team_C,Medium
1103,Low,0.3,0.44,1,0.41,0.92,0.81,P2,Team_C,Medium
1104,High,0.9,0.18,3,0.66,0.7,0.8,P2,Team_B,Medium
1105,Low,0.3,0.57,2,0.85,0.96,0.4,P2,Team_A,Medium
1106,High,0.9,0.32,1,0.75,0.65,0.68,P2,Team_B,Medium
1107,High,0.9,0.43,3,0.89,0.81,0.93,P2,Team_C,Medium
1108,Low,0.3,0.29,4,0.84,0.87,0.9,P3,Team_A,Low
1109,Low,0.3,0.38,2,0.8,0.7,0.83,P3,Team_B,Low
1110,High,0.9,0.34,1,0.75,0.57,0.92,P2,Team_C,Medium
1111,Low,0.3,0.59,4,0.86,0.67,0.46,P2,Team_C,Medium
1112,Low,0.3,0.39,2,0.84,0.91,0.85,P3,Team_A,Low
1113,High,0.9,0.27,2,0.6,0.59,0.99,P2,Team_B,Medium
1114,High,0.9,0.7,2,0.75,0.8,0.48,P1,Team_B,High
1115,Medium,0.6,0.17,4,0.85,0.73,0.49,P2,Team_C,Medium
1116,Low,0.3,0.16,2,0.76,0.53,0.58,P3,Team_C,Low
1117,Low,0.3,0.77,3,0.76,0.85,0.41,P2,Team_C,Medium
1118,Low,0.3,0.4,2,0.86,0.65,0.36,P2,Team_A,Medium
1119,High,0.9,0.45,2,0.72,0.68,0.34,P2,Team_B,Medium
1120,Medium,0.6,0.1,3,0.72,0.45,0.96,P2,Team_C,Medium
1121,High,0.9,0.15,2,0.66,0.82,0.93,P2,Team_C,Medium
1122,Medium,0.6,0.83,1,0.73,0.87,0.89,P2,Team_C,Medium
1123,Medium,0.6,0.32,4,0.67,0.53,0.66,P2,Team_A,Medium
1124,Medium,0.6,0.24,3,0.72,0.66,0.99,P2,Team_C,Medium
1125,Low,0.3,0.14,4,0.46,0.65,0.76,P3,Team_A,Low
1126,Low,0.3,0.33,4,0.8,0.61,0.83,P3,Team_A,Low
1127,Low,0.3,0.79,2,0.9,0.57,0.77,P2,Team_A,Medium
1128,Medium,0.6,0.14,4,0.63,0.49,0.8,P2,Team_A,Medium
1129,High,0.9,0.71,4,0.86,0.57,0.35,P1,Team_B,High
1130,Low,0.3,0.47,4,0.89,0.24,0.38,P2,Team_A,Medium
1131,Medium,0.6,0.47,2,0.72,0.58,0.49,P2,Team_C,Medium
1132,Low,0.3,0.57,4,0.83,0.42,0.52,P2,Team_B,Medium
1133,Low,0.3,0.25,2,0.62,0.79,0.51,P3,Team_C,Low
1134,Medium,0.6,0.62,3,0.89,0.78,0.99,P2,Team_B,Medium
1135,High,0.9,0.45,2,0.9,0.43,0.69,P2,Team_B,Medium
1136,Low,0.3,0.16,1,0.61,0.79,0.34,P3,Team_B,Low
1137,Medium,0.6,0.2,1,0.79,0.75,0.69,P2,Team_B,Medium
1138,Low,0.3,0.83,3,0.7,0.83,0.8,P2,Team_B,Medium
1139,Medium,0.6,0.5,1,0.56,0.63,0.45,P2,Team_B,Medium
1140,Medium,0.6,0.33,2,0.48,0.53,0.89,P2,Team_B,Medium
1141,High,0.9,0.13,1,0.84,0.81,0.69,P2,Team_A,Medium
1142,Low,0.3,0.25,4,0.71,0.95,0.5,P3,Team_B,Low
1143,Low,0.3,0.65,4,0.76,0.67,0.41,P2,Team_C,Medium
1144,Medium,0.6,0.43,1,0.9,0.75,0.54,P2,Team_B,Medium
1145,Medium,0.6,0.35,1,0.78,0.74,0.66,P2,Team_B,Medium
1146,Medium,0.6,0.7,2,0.64,0.7,0.88,P2,Team_A,Medium
1147,Low,0.3,0.5,2,0.95,0.58,0.87,P2,Team_C,Medium
1148,Low,0.3,0.18,4,0.69,0.51,0.82,P3,Team_B,Low
1149,Medium,0.6,0.03,1,0.73,0.28,0.75,P2,Team_A,Medium
1150,Medium,0.6,0.22,2,0.6,0.59,0.4,P2,Team_B,Medium
1151,High,0.9,0.51,3,0.94,0.64,0.66,P2,Team_A,Medium
1152,Medium,0.6,0.1,4,0.56,0.26,0.47,P2,Team_A,Medium
1153,High,0.9,0.16,4,0.57,0.54,0.35,P2,Team_B,Medium
1154,Low,0.3,0.38,2,0.84,0.58,0.6,P3,Team_B,Low
1155,High,0.9,0.65,2,0.87,0.82,0.8,P1,Team_B,High
1156,Medium,0.6,0.41,4,0.84,0.62,0.84,P2,Team_C,Medium
1157,High,0.9,0.7,3,0.85,0.76,0.46,P1,Team_C,High
1158,High,0.9,0.35,3,0.49,0.84,0.64,P2,Team_C,Medium
1159,Low,0.3,0.4,4,0.9,0.71,0.43,P2,Team_B,Medium
1160,Medium,0.6,0.58,4,0.67,0.65,0.96,P2,Team_A,Medium
1161,Low,0.3,0.08,4,0.53,0.56,0.46,P3,Team_A,Low
1162,Medium,0.6,0.6,4,0.76,0.76,0.55,P2,Team_A,Medium
1163,Low,0.3,0.8,1,0.74,0.59,0.79,P2,Team_C,Medium
1164,Low,0.3,0.78,3,0.84,0.56,0.39,P2,Team_B,Medium
1165,Low,0.3,0.61,3,0.34,0.48,0.37,P2,Team_B,Medium
1166,Low,0.3,0.15,3,0.83,0.4,0.72,P3,Team_B,Low
1167,Medium,0.6,0.59,1,0.93,0.7,0.58,P2,Team_A,Medium
1168,Medium,0.6,0.09,4,0.99,0.53,0.63,P2,Team_A,Medium
1169,Medium,0.6,0.69,3,0.87,0.66,0.65,P2,Team_B,Medium
1170,Medium,0.6,0.84,3,0.94,0.55,0.42,P2,Team_C,Medium
1171,Medium,0.6,0.96,1,0.96,0.9,0.62,P2,Team_C,Medium
1172,Low,0.3,0.22,3,0.79,0.7,0.32,P3,Team_C,Low
1173,Low,0.3,0.47,3,0.84,0.75,0.78,P2,Team_B,Medium
1174,Medium,0.6,0.4,2,0.58,0.76,0.74,P2,Team_C,Medium
1175,High,0.9,0.38,1,0.68,0.78,0.44,P2,Team_B,Medium
1176,High,0.9,0.36,3,0.79,0.91,0.74,P2,Team_C,Medium
1177,Low,0.3,0.1,3,0.5,0.86,0.33,P3,Team_C,Low
1178,Low,0.3,0.49,1,0.77,0.97,0.43,P2,Team_B,Medium
1179,Medium,0.6,0.46,1,1.0,0.91,0.94,P2,Team_A,Medium
1180,Medium,0.6,0.67,3,0.58,0.6,0.5,P2,Team_B,Medium
1181,High,0.9,0.15,4,0.51,0.68,0.72,P2,Team_A,Medium
1182,High,0.9,0.05,3,0.95,0.91,0.72,P2,Team_A,Medium
1183,High,0.9,0.31,4,0.48,0.6,0.78,P2,Team_A,Medium
1184,High,0.9,0.45,3,0.82,0.76,0.66,P2,Team_C,Medium
1185,High,0.9,0.78,3,0.77,0.67,0.54,P1,Team_B,High
1186,Medium,0.6,0.6,2,0.8,0.95,0.33,P2,Team_A,Medium
1187,High,0.9,0.64,2,0.77,0.67,0.93,P1,Team_A,High
1188,High,0.9,0.38,4,0.56,0.71,0.92,P2,Team_B,Medium
1189,Medium,0.6,0.59,1,0.62,0.53,0.31,P2,Team_A,Medium
1190,Medium,0.6,0.05,4,0.79,0.54,0.72,P2,Team_B,Medium
1191,High,0.9,0.5,3,0.49,0.76,0.55,P2,Team_A,Medium
1192,High,0.9,0.64,3,0.76,0.81,0.66,P1,Team_A,High
1193,High,0.9,0.38,2,0.78,0.76,0.62,P2,Team_A,Medium
1194,Medium,0.6,0.48,1,0.36,0.82,0.32,P2,Team_C,Medium
1195,High,0.9,0.77,4,0.77,0.67,0.86,P1,Team_B,High
1196,High,0.9,0.36,3,0.59,0.44,0.47,P2,Team_C,Medium
1197,Medium,0.6,0.22,4,0.62,0.56,0.99,P2,Team_A,Medium
1198,Low,0.3,0.48,3,0.63,0.71,0.41,P2,Team_C,Medium
1199,Medium,0.6,0.73,4,0.9,0.81,0.72,P2,Team_B,Medium
1200,High,0.9,0.63,1,0.97,0.59,0.4,P1,Team_C,High
1201,Low,0.3,0.74,1,0.87,0.53,0.89,P2,Team_A,Medium
1202,High,0.9,0.64,3,0.63,0.72,0.73,P1,Team_C,High
1203,Low,0.3,0.83,1,0.4,0.65,0.73,P2,Team_A,Medium
1204,Medium,0.6,0.68,4,0.76,0.64,0.3,P2,Team_A,Medium
1205,High,0.9,0.61,2,0.67,0.82,0.91,P1,Team_C,High
1206,High,0.9,0.34,2,0.74,0.26,0.34,P2,Team_B,Medium
1207,High,0.9,0.36,1,0.54,0.3,0.35,P2,Team_B,Medium
1208,High,0.9,0.61,4,0.65,0.54,0.79,P1,Team_C,High
1209,Low,0.3,0.33,3,0.69,0.59,0.68,P3,Team_C,Low
1210,Medium,0.6,0.65,1,0.67,0.83,0.43,P2,Team_B,Medium
1211,Medium,0.6,0.69,3,0.79,0.94,0.92,P2,Team_A,Medium
1212,High,0.9,0.58,1,0.61,0.72,0.52,P2,Team_C,Medium
1213,Low,0.3,0.43,4,0.67,0.62,0.76,P2,Team_A,Medium
1214,Medium,0.6,0.7,3,0.83,0.1,0.82,P2,Team_A,Medium
1215,Low,0.3,0.12,3,0.68,0.36,0.55,P3,Team_B,Low
1216,Low,0.3,0.64,2,0.62,0.75,0.32,P2,Team_C,Medium
1217,Medium,0.6,0.14,2,0.88,0.79,0.78,P2,Team_A,Medium
1218,Medium,0.6,0.76,3,0.77,0.38,0.46,P2,Team_B,Medium
1219,Medium,0.6,0.73,1,0.57,0.85,0.58,P2,Team_A,Medium
1220,Medium,0.6,0.66,2,0.39,0.76,0.65,P2,Team_B,Medium
1221,High,0.9,0.35,2,0.36,0.69,0.72,P2,Team_C,Medium
1222,Low,0.3,0.57,1,0.6,0.52,0.56,P2,Team_B,Medium
1223,Medium,0.6,0.73,3,0.66,0.59,0.67,P2,Team_A,Medium
1224,Low,0.3,0.27,3,0.56,0.59,0.77,P3,Team_C,Low
1225,Low,0.3,0.66,4,0.61,0.66,0.41,P2,Team_C,Medium
1226,Low,0.3,0.48,4,0.51,0.45,0.64,P2,Team_C,Medium
1227,High,0.9,0.64,3,0.92,0.8,0.49,P1,Team_C,High
1228,Medium,0.6,0.91,3,0.74,0.56,0.89,P2,Team_A,Medium
1229,High,0.9,0.43,4,0.71,0.74,0.57,P2,Team_B,Medium
1230,Low,0.3,0.57,3,0.83,0.66,0.71,P2,Team_B,Medium
1231,Low,0.3,0.36,3,0.85,0.66,0.78,P3,Team_B,Low
1232,High,0.9,0.15,4,0.75,0.97,0.37,P2,Team_A,Medium
1233,Medium,0.6,0.66,2,0.57,0.83,0.63,P2,Team_B,Medium
1234,High,0.9,0.38,1,0.71,0.43,0.94,P2,Team_B,Medium
1235,Medium,0.6,0.51,4,0.71,0.71,0.61,P2,Team_A,Medium
1236,Medium,0.6,0.45,1,0.61,0.86,0.48,P2,Team_A,Medium
1237,Low,0.3,0.51,4,0.55,0.67,0.87,P2,Team_B,Medium
1238,High,0.9,0.43,3,0.65,0.47,0.8,P2,Team_C,Medium
1239,High,0.9,0.5,3,0.68,0.65,0.74,P2,Team_B,Medium
1240,High,0.9,0.25,3,0.68,0.87,0.43,P2,Team_A,Medium
1241,Medium,0.6,0.61,2,0.7,0.6,0.8,P2,Team_C,Medium
1242,High,0.9,0.68,4,0.93,0.5,0.35,P1,Team_B,High
1243,Medium,0.6,0.3,2,0.58,0.71,0.84,P2,Team_C,Medium
1244,High,0.9,0.06,2,0.66,0.35,0.46,P2,Team_A,Medium
1245,High,0.9,0.66,3,0.86,0.79,0.91,P1,Team_C,High
1246,High,0.9,0.48,3,0.57,0.76,0.48,P2,Team_A,Medium
1247,Medium,0.6,0.28,4,0.37,0.36,0.37,P2,Team_A,Medium
1248,Low,0.3,0.53,3,0.82,0.58,0.45,P2,Team_B,Medium
1249,Medium,0.6,0.66,2,0.35,0.29,0.31,P2,Team_C,Medium
1250,Low,0.3,0.44,4,0.6,0.96,0.49,P2,Team_C,Medium
1251,Low,0.3,0.66,3,0.58,0.69,0.78,P2,Team_A,Medium
1252,Medium,0.6,0.79,4,0.88,0.73,0.74,P2,Team_A,Medium
1253,Low,0.3,0.31,4,0.7,0.67,0.52,P3,Team_A,Low
1254,Medium,0.6,0.56,3,0.81,0.53,0.91,P2,Team_C,Medium
1255,Medium,0.6,0.54,2,0.48,0.91,0.95,P2,Team_B,Medium
1256,Low,0.3,0.61,2,0.91,0.88,0.84,P2,Team_B,Medium
1257,High,0.9,0.69,2,0.76,0.72,0.3,P1,Team_A,High
1258,Medium,0.6,0.38,4,0.57,0.57,0.43,P2,Team_B,Medium
1259,Low,0.3,0.59,2,0.78,0.66,0.82,P2,Team_C,Medium
1260,Low,0.3,0.81,1,0.83,0.5,0.87,P2,Team_C,Medium
1261,Low,0.3,0.04,3,0.52,0.75,0.39,P3,Team_B,Low
1262,High,0.9,0.14,1,0.54,0.57,0.76,P2,Team_B,Medium
1263,Low,0.3,0.46,2,0.92,0.92,0.96,P2,Team_A,Medium
1264,Medium,0.6,0.6,3,0.95,0.96,0.84,P2,Team_A,Medium
1265,Low,0.3,0.51,3,0.79,0.79,0.69,P2,Team_A,Medium
1266,Low,0.3,0.54,1,0.65,0.65,0.81,P2,Team_A,Medium
1267,High,0.9,0.61,3,0.69,0.42,0.64,P1,Team_C,High
1268,Low,0.3,0.49,2,0.93,0.76,0.35,P2,Team_A,Medium
1269,High,0.9,0.36,2,0.54,0.5,0.8,P2,Team_C,Medium
1270,High,0.9,0.76,1,0.85,0.79,0.65,P1,Team_C,High
1271,High,0.9,0.46,2,0.74,0.83,0.97,P2,Team_A,Medium
1272,Low,0.3,0.69,1,0.72,0.5,0.77,P2,Team_B,Medium
1273,High,0.9,0.59,2,0.59,0.85,0.9,P2,Team_C,Medium
1274,Medium,0.6,0.51,4,0.67,0.4,0.94,P2,Team_A,Medium
1275,High,0.9,0.92,1,0.97,0.68,0.57,P1,Team_B,High
1276,Low,0.3,0.33,4,0.95,0.56,0.58,P3,Team_A,Low
1277,Medium,0.6,0.9,4,0.82,0.67,0.93,P2,Team_B,Medium
1278,Medium,0.6,0.75,2,0.84,0.91,0.31,P2,Team_C,Medium
1279,High,0.9,0.86,1,0.89,0.6,0.81,P1,Team_B,High
1280,Medium,0.6,0.45,2,0.92,0.8,0.75,P2,Team_A,Medium
1281,Low,0.3,0.76,3,0.84,0.53,0.55,P2,Team_C,Medium
1282,Medium,0.6,0.49,1,0.54,0.58,0.43,P2,Team_A,Medium
1283,Low,0.3,0.88,2,0.9,0.21,0.39,P2,Team_C,Medium
1284,Low,0.3,0.53,4,0.85,0.88,0.65,P2,Team_C,Medium
1285,High,0.9,0.67,1,0.6,0.7,0.68,P1,Team_C,High
1286,Low,0.3,0.62,3,0.77,0.72,0.7,P2,Team_A,Medium
1287,Low,0.3,0.09,1,0.72,0.95,0.45,P3,Team_B,Low
1288,Low,0.3,0.72,2,0.99,0.73,0.91,P2,Team_B,Medium
1289,Medium,0.6,0.53,3,0.4,0.73,0.75,P2,Team_A,Medium
1290,Low,0.3,0.69,4,0.43,0.82,0.31,P2,Team_B,Medium
1291,High,0.9,0.78,3,0.79,0.48,0.73,P1,Team_B,High
1292,Medium,0.6,0.52,1,0.7,0.72,0.5,P2,Team_A,Medium
1293,High,0.9,0.9,1,0.62,0.71,0.63,P1,Team_C,High
1294,Medium,0.6,0.19,2,0.75,0.66,0.67,P2,Team_A,Medium
1295,Medium,0.6,0.54,3,0.81,0.55,0.3,P2,Team_A,Medium
1296,Medium,0.6,0.65,4,0.76,0.58,0.57,P2,Team_A,Medium
1297,Medium,0.6,0.52,4,0.7,0.82,0.94,P2,Team_A,Medium
1298,Medium,0.6,0.61,1,0.81,0.78,0.59,P2,Team_A,Medium
1299,High,0.9,0.21,4,0.9,0.86,0.74,P2,Team_A,Medium
1300,High,0.9,0.17,4,0.32,0.92,0.82,P2,Team_C,Medium
1301,Low,0.3,0.83,3,0.78,0.23,0.93,P2,Team_B,Medium
1302,Medium,0.6,0.39,4,0.65,0.76,0.3,P2,Team_B,Medium
1303,Medium,0.6,0.6,2,0.52,0.79,0.71,P2,Team_A,Medium
1304,Medium,0.6,0.52,3,0.97,0.35,0.41,P2,Team_C,Medium
1305,High,0.9,0.8,2,0.8,0.52,0.42,P1,Team_B,High
1306,Low,0.3,0.51,1,0.96,0.77,0.74,P2,Team_B,Medium
1307,High,0.9,0.27,3,0.87,0.88,0.9,P2,Team_B,Medium
1308,Low,0.3,0.7,3,0.63,0.7,0.94,P2,Team_B,Medium
1309,High,0.9,0.54,2,0.61,0.72,0.49,P2,Team_B,Medium
1310,Low,0.3,0.31,2,0.67,0.35,0.71,P3,Team_C,Low
1311,Low,0.3,0.63,3,0.59,0.68,0.42,P2,Team_A,Medium
1312,Medium,0.6,0.73,4,0.92,0.86,0.89,P2,Team_B,Medium
1313,High,0.9,0.65,2,0.64,0.61,0.59,P1,Team_A,High
1314,Low,0.3,0.36,2,0.86,0.48,0.5,P3,Team_A,Low
1315,Medium,0.6,0.92,4,0.63,0.66,0.49,P2,Team_A,Medium
1316,Medium,0.6,0.54,2,0.76,0.78,0.89,P2,Team_C,Medium
1317,High,0.9,0.25,4,0.88,0.56,0.7,P2,Team_B,Medium
1318,Low,0.3,0.6,2,0.81,0.85,0.65,P2,Team_A,Medium
1319,Medium,0.6,0.27,1,0.47,0.87,0.32,P2,Team_A,Medium
1320,Medium,0.6,0.59,3,0.41,0.43,0.65,P2,Team_A,Medium
1321,High,0.9,0.87,1,0.56,0.37,0.61,P1,Team_B,High
1322,Low,0.3,0.87,1,0.79,0.34,0.92,P2,Team_B,Medium
1323,High,0.9,0.51,3,0.82,0.56,0.43,P2,Team_B,Medium
1324,Low,0.3,0.62,1,0.6,0.65,0.68,P2,Team_C,Medium
1325,Medium,0.6,0.52,2,0.82,0.73,0.75,P2,Team_C,Medium
1326,Medium,0.6,0.31,2,0.4,0.76,0.44,P2,Team_B,Medium
1327,Low,0.3,0.39,1,0.69,0.41,0.92,P3,Team_B,Low
1328,High,0.9,0.35,3,0.89,0.34,0.46,P2,Team_C,Medium
1329,High,0.9,0.63,2,0.58,0.83,0.74,P1,Team_B,High
1330,High,0.9,0.44,2,0.74,0.61,0.48,P2,Team_B,Medium
1331,High,0.9,0.91,4,0.44,0.89,0.83,P1,Team_C,High
1332,Low,0.3,0.23,3,0.77,0.75,0.99,P3,Team_C,Low
1333,Medium,0.6,0.85,3,0.87,0.58,0.6,P2,Team_A,Medium
1334,Low,0.3,0.8,2,0.58,0.76,0.38,P2,Team_B,Medium
1335,High,0.9,0.65,3,0.58,0.83,0.6,P1,Team_C,High
1336,Medium,0.6,0.12,2,0.55,0.68,0.99,P2,Team_C,Medium
1337,Medium,0.6,0.17,2,0.54,0.48,0.58,P2,Team_A,Medium
1338,Low,0.3,0.79,3,0.42,0.89,0.66,P2,Team_C,Medium
1339,Low,0.3,0.14,3,0.72,0.42,0.7,P3,Team_B,Low
1340,High,0.9,0.3,3,0.74,0.54,0.7,P2,Team_A,Medium
1341,Low,0.3,0.32,4,0.44,0.83,0.59,P3,Team_B,Low
1342,Low,0.3,0.42,4,0.55,0.63,0.86,P2,Team_C,Medium
1343,Medium,0.6,0.5,1,0.92,0.83,0.4,P2,Team_C,Medium
1344,Medium,0.6,0.2,3,0.76,0.84,0.92,P2,Team_A,Medium
1345,Low,0.3,0.75,3,0.74,0.58,0.68,P2,Team_A,Medium
1346,High,0.9,0.59,1,0.87,0.74,0.48,P2,Team_B,Medium
1347,Medium,0.6,0.18,4,0.62,0.73,0.7,P2,Team_C,Medium
1348,Medium,0.6,0.12,1,0.76,0.51,0.63,P2,Team_B,Medium
1349,Low,0.3,0.38,1,0.53,0.67,0.37,P3,Team_A,Low
1350,Low,0.3,0.31,2,0.58,0.27,0.54,P3,Team_A,Low
1351,Low,0.3,0.71,3,0.63,0.85,0.88,P2,Team_C,Medium
1352,Medium,0.6,0.39,2,0.62,0.62,0.81,P2,Team_C,Medium
1353,High,0.9,0.64,2,0.87,0.74,0.98,P1,Team_A,High
1354,High,0.9,0.31,2,0.65,0.72,0.39,P2,Team_B,Medium
1355,High,0.9,0.38,4,0.57,0.44,0.58,P2,Team_C,Medium
1356,High,0.9,0.59,4,0.65,0.55,0.54,P2,Team_B,Medium
1357,Low,0.3,0.71,3,0.87,0.85,0.44,P2,Team_B,Medium
1358,High,0.9,0.73,4,0.54,0.7,0.68,P1,Team_B,High
1359,High,0.9,0.8,1,0.73,0.75,0.94,P1,Team_B,High
1360,High,0.9,0.86,2,0.6,0.64,0.5,P1,Team_C,High
1361,Medium,0.6,0.35,2,0.61,0.87,0.3,P2,Team_B,Medium
1362,Low,0.3,0.44,1,0.86,0.93,0.88,P2,Team_A,Medium
1363,Medium,0.6,0.65,4,0.73,0.91,0.91,P2,Team_A,Medium
1364,Low,0.3,0.76,3,0.58,0.7,0.89,P2,Team_A,Medium
1365,Medium,0.6,0.62,4,0.49,0.61,0.49,P2,Team_C,Medium
1366,Medium,0.6,0.18,4,0.59,0.74,0.34,P2,Team_C,Medium
1367,Medium,0.6,0.2,2,0.75,0.65,0.93,P2,Team_C,Medium
1368,Low,0.3,0.51,3,0.67,0.61,0.76,P2,Team_A,Medium
1369,Low,0.3,0.58,1,0.88,0.43,0.8,P2,Team_A,Medium
1370,Medium,0.6,0.59,3,0.87,0.54,0.53,P2,Team_A,Medium
1371,Low,0.3,0.61,2,0.71,0.92,0.34,P2,Team_A,Medium
1372,Medium,0.6,0.41,2,0.79,0.54,0.47,P2,Team_B,Medium
1373,Low,0.3,0.12,3,0.92,0.89,0.72,P3,Team_C,Low
1374,Low,0.3,0.23,3,0.69,0.72,0.51,P3,Team_A,Low
1375,Low,0.3,0.69,3,0.96,0.62,0.69,P2,Team_A,Medium
1376,Low,0.3,0.75,1,0.75,0.89,0.82,P2,Team_B,Medium
1377,High,0.9,0.87,3,0.81,0.95,0.86,P1,Team_A,High
1378,Medium,0.6,0.84,3,0.89,0.58,0.64,P2,Team_B,Medium
1379,Low,0.3,0.28,4,0.8,0.66,0.66,P3,Team_B,Low
1380,Medium,0.6,0.65,3,0.51,0.74,0.49,P2,Team_C,Medium
1381,Low,0.3,0.15,2,0.88,0.72,0.75,P3,Team_B,Low
1382,High,0.9,0.18,4,0.87,0.8,0.41,P2,Team_A,Medium
1383,Medium,0.6,0.3,1,0.6,0.66,0.53,P2,Team_C,Medium
1384,High,0.9,0.88,3,0.61,0.8,0.76,P1,Team_B,High
