incident_id,severity_label,severity_score,area_load,available_teams,team_skill_match,historical_team_performance,citizen_trust_score,reports_nearby_1h,priority_score,priority_level,assigned_team,suggested_resources,resources_count
862,Medium,0.6,0.28,2,0.81,0.61,1.0,4,0.488,P2,Team_A,Medium,3
863,Low,0.3,0.55,2,0.68,0.86,0.56,3,0.308,P3,Team_C,Low,1
864,Low,0.3,0.95,3,0.59,0.56,0.49,3,0.447,P2,Team_B,Medium,2
865,Medium,0.6,0.36,4,0.63,0.86,0.8,3,0.495,P2,Team_B,Medium,2
866,High,0.9,0.64,2,0.4,0.68,0.56,3,0.711,P1,Team_C,High,5
867,Low,0.3,0.52,2,0.82,0.94,0.62,1,0.257,P3,Team_B,Low,1
868,High,0.9,0.77,3,0.67,0.49,0.86,2,0.732,P1,Team_C,High,4
869,High,0.9,0.84,2,0.71,0.45,0.78,2,0.804,P1,Team_C,High,4
870,Low,0.3,0.43,4,0.77,0.9,0.5,2,0.227,P3,Team_B,Low,1
871,Medium,0.6,0.58,4,0.79,0.34,0.79,2,0.561,P2,Team_A,Medium,2
872,Low,0.3,0.55,2,0.77,0.75,0.46,1,0.319,P3,Team_B,Low,1
873,Low,0.3,0.33,1,0.51,0.64,0.85,2,0.342,P3,Team_C,Low,1
874,Low,0.3,0.84,1,0.86,0.53,0.9,5,0.379,P3,Team_C,Low,1
875,Low,0.3,0.91,2,0.93,0.59,0.61,5,0.459,P2,Team_C,Medium,3
876,High,0.9,0.64,3,0.49,0.3,0.42,0,0.755,P1,Team_C,High,5
877,Low,0.3,0.02,4,0.65,0.8,0.88,5,0.205,P3,Team_B,Low,1
878,Medium,0.6,0.27,1,0.91,0.8,0.55,2,0.464,P2,Team_B,Medium,3
879,Medium,0.6,0.49,3,0.44,0.79,0.5,4,0.607,P2,Team_B,Medium,2
880,Low,0.3,0.05,3,0.76,0.46,0.69,3,0.303,P3,Team_B,Low,1
881,High,0.9,0.88,2,0.81,0.9,0.52,2,0.679,P1,Team_A,High,4
882,Medium,0.6,0.46,4,0.89,0.85,0.91,1,0.483,P2,Team_B,Medium,2
883,Low,0.3,0.71,2,0.3,0.67,0.95,2,0.315,P3,Team_B,Low,1
884,Medium,0.6,0.71,3,0.87,0.48,0.69,1,0.548,P2,Team_C,Medium,3
885,Medium,0.6,0.75,3,0.89,0.42,0.68,3,0.577,P2,Team_A,Medium,2
886,High,0.9,0.57,3,0.61,0.83,0.42,5,0.701,P1,Team_B,High,5
887,High,0.9,0.57,4,0.8,0.63,0.49,4,0.702,P1,Team_A,High,5
888,High,0.9,0.6,2,0.96,0.9,0.55,5,0.767,P1,Team_A,High,5
889,Low,0.3,0.49,1,0.75,0.6,0.32,5,0.4,P3,Team_B,Low,1
890,Medium,0.6,0.25,2,0.98,0.72,0.66,5,0.525,P2,Team_A,Medium,2
891,Medium,0.6,0.82,2,0.92,0.59,0.65,3,0.64,P2,Team_A,Medium,2
892,Medium,0.6,0.39,3,0.8,0.29,0.52,3,0.5,P2,Team_A,Medium,3
893,Medium,0.6,0.19,1,0.95,0.84,0.49,0,0.447,P2,Team_B,Medium,2
894,Low,0.3,0.67,3,0.88,0.74,0.9,2,0.471,P2,Team_B,Medium,2
895,High,0.9,0.42,1,0.8,0.9,0.3,6,0.624,P2,Team_A,Medium,3
896,Medium,0.6,0.27,1,0.9,0.95,0.45,5,0.448,P2,Team_B,Medium,2
897,Low,0.3,0.39,1,0.63,0.81,0.89,2,0.342,P3,Team_C,Low,1
898,Low,0.3,0.35,2,0.87,0.76,0.86,3,0.269,P3,Team_C,Low,1
899,High,0.9,0.41,1,0.75,0.73,0.36,2,0.7,P1,Team_B,High,4
900,Medium,0.6,0.24,1,0.73,0.74,0.7,3,0.465,P2,Team_C,Medium,3
901,Low,0.3,0.19,3,0.67,0.5,0.44,3,0.279,P3,Team_B,Low,1
902,High,0.9,0.52,1,0.75,0.47,0.54,5,0.718,P1,Team_C,High,4
903,Low,0.3,0.66,3,0.67,0.54,0.84,4,0.345,P3,Team_B,Low,1
904,Low,0.3,0.78,3,0.83,0.67,0.51,3,0.36,P3,Team_C,Low,1
905,Low,0.3,0.75,1,0.56,0.93,1.0,7,0.346,P3,Team_C,Low,1
906,High,0.9,0.25,1,0.44,0.81,0.5,5,0.606,P2,Team_B,Medium,2
907,Low,0.3,0.49,3,0.78,0.7,0.7,3,0.355,P3,Team_C,Low,1
908,Medium,0.6,0.56,4,0.64,0.97,0.96,4,0.471,P2,Team_B,Medium,3
909,Low,0.3,0.48,2,0.87,0.91,0.98,1,0.312,P3,Team_C,Low,1
910,Medium,0.6,0.14,2,0.94,0.2,0.73,3,0.561,P2,Team_C,Medium,3
911,Low,0.3,0.98,4,0.96,0.66,0.77,3,0.405,P3,Team_B,Low,1
912,High,0.9,0.36,3,0.59,0.44,0.47,4,0.723,P1,Team_C,High,5
913,Low,0.3,0.2,2,0.45,0.81,0.96,4,0.198,P3,Team_C,Low,1
914,Low,0.3,0.36,1,0.94,0.59,0.38,3,0.357,P3,Team_C,Low,1
915,High,0.9,0.23,3,0.85,0.75,0.45,6,0.695,P1,Team_A,High,6
916,Medium,0.6,0.87,3,0.52,0.68,0.68,3,0.653,P1,Team_C,High,6
917,Low,0.3,0.29,4,0.86,0.29,0.61,4,0.406,P3,Team_C,Low,1
918,Medium,0.6,0.54,3,0.78,0.88,0.91,2,0.495,P2,Team_B,Medium,3
919,High,0.9,0.53,3,0.69,0.92,0.54,3,0.584,P2,Team_B,Medium,3
920,Low,0.3,0.26,2,0.65,0.85,0.92,2,0.242,P3,Team_B,Low,1
921,Medium,0.6,0.17,4,0.92,0.32,0.8,2,0.434,P2,Team_A,Medium,2
922,Medium,0.6,0.06,1,0.86,0.54,0.88,1,0.482,P2,Team_A,Medium,2
923,Low,0.3,0.86,4,0.81,0.74,0.62,4,0.483,P2,Team_B,Medium,3
924,Medium,0.6,0.57,3,0.87,0.55,0.52,3,0.61,P2,Team_C,Medium,3
925,Low,0.3,0.67,1,0.38,0.79,0.48,0,0.241,P3,Team_C,Low,1
926,Medium,0.6,0.95,1,0.58,0.63,0.67,1,0.547,P2,Team_C,Medium,3
927,Low,0.3,0.36,2,0.55,0.49,0.32,4,0.399,P3,Team_C,Low,1
928,Low,0.3,0.47,2,0.83,0.75,0.52,2,0.373,P3,Team_B,Low,1
929,Low,0.3,0.94,3,0.74,0.82,0.67,3,0.401,P3,Team_B,Low,1
930,Medium,0.6,0.25,2,0.51,0.5,0.65,3,0.532,P2,Team_A,Medium,3
931,High,0.9,0.11,1,0.71,0.68,0.83,2,0.53,P2,Team_C,Medium,3
932,High,0.9,0.59,1,0.88,0.89,0.87,3,0.679,P1,Team_A,High,4
933,Low,0.3,0.69,3,0.74,0.87,0.72,1,0.372,P3,Team_B,Low,1
934,Medium,0.6,0.93,4,0.79,0.89,0.74,1,0.598,P2,Team_B,Medium,2
935,Medium,0.6,0.71,2,0.44,0.4,0.68,3,0.494,P2,Team_A,Medium,2
936,Low,0.3,0.88,2,0.52,0.58,0.53,2,0.399,P3,Team_C,Low,1
937,Medium,0.6,0.24,1,0.82,0.87,0.65,4,0.471,P2,Team_B,Medium,3
938,High,0.9,0.83,1,0.57,0.52,0.56,4,0.799,P1,Team_C,High,4
939,High,0.9,0.17,3,0.66,0.61,0.67,1,0.555,P2,Team_C,Medium,3
940,High,0.9,0.72,1,0.51,0.63,0.51,3,0.742,P1,Team_C,High,6
941,Medium,0.6,0.79,4,0.78,0.93,0.83,1,0.468,P2,Team_B,Medium,2
942,High,0.9,0.46,1,0.93,0.61,0.57,4,0.584,P2,Team_A,Medium,2
943,Medium,0.6,0.09,1,0.61,0.86,0.48,5,0.46,P2,Team_B,Medium,2
944,Low,0.3,0.31,2,0.79,0.91,0.68,6,0.419,P3,Team_C,Low,1
945,Low,0.3,0.51,2,0.7,0.52,0.74,1,0.275,P3,Team_C,Low,1
946,High,0.9,0.52,2,0.78,0.4,0.96,3,0.679,P1,Team_C,High,5
947,High,0.9,0.38,3,0.87,0.87,0.5,3,0.636,P2,Team_A,Medium,2
948,Low,0.3,0.4,2,0.81,0.93,0.64,2,0.33,P3,Team_C,Low,1
949,Low,0.3,0.56,4,0.85,0.35,0.46,4,0.368,P3,Team_C,Low,1
950,Low,0.3,0.49,1,0.87,0.71,0.83,3,0.25,P3,Team_C,Low,1
951,Medium,0.6,0.5,4,0.88,0.22,0.75,3,0.464,P2,Team_C,Medium,3
952,Low,0.3,0.51,1,0.76,0.83,0.94,1,0.24,P3,Team_C,Low,1
953,Medium,0.6,0.55,4,0.68,0.48,0.47,3,0.475,P2,Team_A,Medium,2
954,Medium,0.6,0.56,3,0.66,0.67,0.45,2,0.639,P2,Team_C,Medium,2
955,Low,0.3,0.58,3,0.76,0.49,0.74,0,0.325,P3,Team_C,Low,1
956,Medium,0.6,0.84,4,0.9,0.96,0.64,3,0.532,P2,Team_B,Medium,2
957,High,0.9,0.28,2,0.69,0.81,0.99,7,0.643,P2,Team_B,Medium,2
958,High,0.9,0.37,2,0.97,0.87,0.67,3,0.569,P2,Team_A,Medium,3
959,High,0.9,0.23,4,0.51,0.94,0.34,5,0.692,P1,Team_B,High,6
960,High,0.9,0.49,2,0.77,0.4,0.49,3,0.798,P1,Team_C,High,4
961,Medium,0.6,0.35,2,0.93,0.56,0.55,1,0.528,P2,Team_C,Medium,2
962,Low,0.3,0.62,4,0.92,0.8,0.37,2,0.434,P2,Team_C,Medium,2
963,Medium,0.6,0.69,1,0.81,0.42,0.58,0,0.543,P2,Team_A,Medium,2
964,High,0.9,0.19,1,0.7,0.46,0.71,6,0.667,P1,Team_C,High,4
965,Medium,0.6,0.59,3,0.95,0.96,0.84,4,0.461,P2,Team_B,Medium,2
966,Low,0.3,0.34,2,0.68,0.83,0.45,1,0.327,P3,Team_B,Low,1
967,High,0.9,0.83,3,0.86,0.68,0.93,3,0.721,P1,Team_A,High,4
968,Low,0.3,0.52,3,0.92,0.43,0.59,4,0.403,P3,Team_C,Low,1
969,Medium,0.6,0.2,1,0.77,0.49,0.37,2,0.511,P2,Team_A,Medium,2
970,Medium,0.6,0.16,1,0.75,0.45,0.99,4,0.399,P3,Team_C,Low,1
971,Low,0.3,0.24,3,0.94,0.68,0.46,2,0.23,P3,Team_C,Low,1
972,Low,0.3,0.29,3,0.81,0.72,0.98,2,0.289,P3,Team_C,Low,1
973,Low,0.3,0.62,1,0.58,0.36,0.99,5,0.363,P3,Team_C,Low,1
974,Medium,0.6,0.94,2,0.9,0.63,0.37,3,0.574,P2,Team_C,Medium,2
975,Low,0.3,0.63,3,0.94,0.73,0.71,2,0.355,P3,Team_C,Low,1
976,High,0.9,0.63,4,0.67,0.81,0.79,4,0.66,P1,Team_B,High,5
977,Medium,0.6,0.4,1,0.62,0.73,0.71,4,0.549,P2,Team_C,Medium,3
978,Low,0.3,0.56,1,0.66,0.86,0.31,3,0.399,P3,Team_C,Low,1
979,High,0.9,0.35,3,0.74,0.84,0.87,1,0.573,P2,Team_B,Medium,2
980,Medium,0.6,0.21,4,0.69,0.52,0.99,6,0.469,P2,Team_A,Medium,2
981,High,0.9,0.71,4,0.83,0.9,0.98,3,0.701,P1,Team_A,High,6
982,Low,0.3,0.17,3,0.82,0.72,0.63,4,0.245,P3,Team_B,Low,1
983,High,0.9,0.82,4,0.89,0.56,0.74,0,0.645,P2,Team_A,Medium,2
984,High,0.9,0.21,1,0.65,0.55,0.86,2,0.543,P2,Team_C,Medium,2
985,Low,0.3,0.63,3,0.91,0.86,0.56,5,0.428,P2,Team_C,Medium,3
986,Low,0.3,0.58,4,0.97,0.8,1.0,5,0.387,P3,Team_C,Low,1
987,Medium,0.6,0.49,4,0.84,0.52,0.4,2,0.503,P2,Team_A,Medium,3
988,Medium,0.6,0.63,2,0.71,0.67,0.84,6,0.704,P1,Team_A,High,4
989,High,0.9,0.43,2,0.51,0.76,0.9,4,0.592,P2,Team_B,Medium,2
990,Medium,0.6,0.4,3,0.41,0.39,0.62,2,0.429,P2,Team_A,Medium,2
991,High,0.9,0.3,1,0.48,0.79,0.56,1,0.58,P2,Team_B,Medium,3
992,Medium,0.6,0.33,4,0.43,0.71,0.97,2,0.452,P2,Team_A,Medium,2
993,Low,0.3,0.76,2,0.79,0.76,0.71,5,0.379,P3,Team_B,Low,1
994,High,0.9,0.48,4,0.9,0.87,0.86,8,0.653,P1,Team_A,High,5
995,Low,0.3,0.69,1,0.84,0.86,0.99,4,0.308,P3,Team_C,Low,1
996,Low,0.3,0.56,4,0.75,0.9,0.45,4,0.297,P3,Team_C,Low,1
997,Low,0.3,0.17,4,0.58,0.7,0.61,5,0.333,P3,Team_B,Low,1
998,Low,0.3,0.76,4,0.87,0.55,0.8,1,0.373,P3,Team_B,Low,1
999,Low,0.3,0.55,1,0.75,0.71,0.87,1,0.355,P3,Team_B,Low,1
1000,Low,0.3,0.59,3,0.39,0.68,0.45,4,0.406,P3,Team_B,Low,1
1001,Medium,0.6,0.41,4,0.41,0.75,0.64,3,0.567,P2,Team_B,Medium,2
1002,High,0.9,0.27,2,0.37,0.41,0.56,4,0.644,P2,Team_C,Medium,2
1003,Low,0.3,0.46,1,0.68,0.59,0.52,4,0.495,P2,Team_C,Medium,2
1004,Medium,0.6,0.1,2,0.66,0.52,0.86,4,0.465,P2,Team_A,Medium,3
1005,Medium,0.6,0.79,1,0.89,0.85,0.89,2,0.511,P2,Team_B,Medium,3
1006,High,0.9,0.78,2,0.64,0.58,0.78,4,0.753,P1,Team_C,High,5
1007,Medium,0.6,0.62,3,0.75,0.69,0.64,4,0.579,P2,Team_C,Medium,3
1008,Medium,0.6,0.9,3,0.86,0.73,0.36,1,0.641,P2,Team_C,Medium,2
1009,Low,0.3,0.59,4,0.84,0.92,0.4,3,0.407,P3,Team_B,Low,1
1010,Low,0.3,0.37,2,0.7,0.86,0.64,3,0.307,P3,Team_C,Low,1
1011,High,0.9,0.33,4,0.09,0.8,0.74,1,0.534,P2,Team_B,Medium,2
1012,Low,0.3,0.39,3,0.75,0.55,0.32,3,0.468,P2,Team_B,Medium,2
1013,Medium,0.6,0.19,4,0.8,0.43,0.7,4,0.392,P3,Team_A,Low,1
1014,High,0.9,0.71,3,0.3,0.54,0.49,1,0.685,P1,Team_C,High,4
1015,Low,0.3,0.89,1,0.55,0.58,0.8,5,0.438,P2,Team_B,Medium,3
1016,Low,0.3,0.6,3,0.87,0.48,0.77,2,0.413,P3,Team_C,Low,1
1017,Low,0.3,0.4,4,0.89,0.58,0.82,1,0.356,P3,Team_C,Low,1
1018,Medium,0.6,0.55,3,0.23,0.61,0.9,6,0.54,P2,Team_A,Medium,3
1019,Medium,0.6,0.71,1,0.45,0.49,0.85,4,0.5,P2,Team_C,Medium,3
1020,Low,0.3,0.73,3,0.54,0.72,0.93,6,0.3,P3,Team_B,Low,1
1021,Low,0.3,0.94,1,0.85,0.45,0.77,3,0.558,P2,Team_B,Medium,3
1022,Medium,0.6,0.46,3,0.9,0.59,0.66,6,0.483,P2,Team_A,Medium,3
1023,Low,0.3,0.34,3,0.65,0.69,0.98,4,0.219,P3,Team_B,Low,1
1024,Low,0.3,0.68,4,0.66,0.8,0.91,3,0.381,P3,Team_C,Low,1
1025,Low,0.3,0.29,4,0.75,0.47,0.34,1,0.352,P3,Team_C,Low,1
1026,Low,0.3,0.34,4,0.92,0.75,0.41,3,0.27,P3,Team_B,Low,1
1027,High,0.9,0.88,3,0.74,0.31,0.3,7,0.886,P1,Team_C,High,6
1028,Medium,0.6,0.09,3,0.71,0.98,0.6,4,0.373,P3,Team_B,Low,1
1029,Low,0.3,0.56,3,0.72,0.82,0.65,3,0.222,P3,Team_B,Low,1
1030,Medium,0.6,0.12,2,0.45,0.59,0.82,4,0.451,P2,Team_A,Medium,2
1031,Low,0.3,0.8,4,0.74,0.87,0.54,1,0.444,P2,Team_B,Medium,2
1032,Low,0.3,0.57,2,0.9,0.47,0.39,6,0.498,P2,Team_B,Medium,2
1033,Medium,0.6,0.43,2,0.79,0.69,0.3,4,0.544,P2,Team_A,Medium,3
1034,Low,0.3,0.36,4,0.83,0.91,0.96,4,0.217,P3,Team_C,Low,1
1035,Medium,0.6,0.33,2,0.65,0.75,0.71,4,0.422,P2,Team_B,Medium,2
1036,Low,0.3,0.38,1,0.77,0.68,0.97,2,0.227,P3,Team_C,Low,1
1037,Medium,0.6,0.87,1,0.86,0.66,0.37,2,0.639,P2,Team_A,Medium,3
1038,Medium,0.6,0.43,2,0.56,0.58,0.59,5,0.531,P2,Team_A,Medium,3
1039,Low,0.3,0.69,1,0.66,0.72,0.83,2,0.322,P3,Team_C,Low,1
1040,Medium,0.6,0.54,4,0.71,0.87,0.53,5,0.608,P2,Team_B,Medium,2
1041,Medium,0.6,0.32,1,0.77,0.64,0.58,6,0.459,P2,Team_A,Medium,2
1042,High,0.9,0.38,2,0.76,0.61,0.49,2,0.62,P2,Team_C,Medium,2
1043,Low,0.3,0.47,3,0.62,0.63,0.78,3,0.318,P3,Team_B,Low,1
1044,High,0.9,0.35,4,0.71,0.66,0.95,3,0.6,P2,Team_C,Medium,3
1045,High,0.9,0.82,2,0.62,0.62,0.58,1,0.823,P1,Team_C,High,5
1046,High,0.9,0.42,4,0.67,0.71,0.62,4,0.694,P1,Team_B,High,6
1047,Low,0.3,0.79,1,0.97,0.8,0.4,0,0.396,P3,Team_B,Low,1
1048,Low,0.3,0.34,3,0.78,0.59,0.95,1,0.253,P3,Team_B,Low,1
1049,Low,0.3,0.49,1,0.59,0.93,0.96,1,0.362,P3,Team_C,Low,1
1050,Medium,0.6,0.66,1,0.92,0.68,0.39,4,0.604,P2,Team_A,Medium,3
1051,Medium,0.6,0.67,4,0.45,0.79,0.93,2,0.499,P2,Team_B,Medium,2
1052,Medium,0.6,0.27,3,0.61,0.76,0.52,4,0.585,P2,Team_B,Medium,2
1053,Medium,0.6,0.32,2,0.53,0.93,0.39,4,0.468,P2,Team_B,Medium,2
1054,High,0.9,0.49,1,0.42,0.67,0.55,2,0.726,P1,Team_C,High,5
1055,Low,0.3,0.1,3,0.86,0.77,0.43,3,0.283,P3,Team_B,Low,1
1056,Low,0.3,0.76,2,0.69,0.89,0.49,3,0.428,P2,Team_C,Medium,2
1057,High,0.9,0.83,3,0.74,0.79,0.79,3,0.651,P1,Team_B,High,6
1058,High,0.9,0.68,4,0.95,0.31,0.95,3,0.711,P1,Team_A,High,4
1059,Medium,0.6,0.75,4,0.92,0.72,0.39,2,0.547,P2,Team_A,Medium,3
1060,Medium,0.6,0.91,1,0.57,0.64,0.5,5,0.617,P2,Team_C,Medium,2
1061,Low,0.3,0.42,2,0.44,0.81,0.64,3,0.395,P3,Team_C,Low,1
1062,Low,0.3,0.8,1,0.95,0.44,1.0,5,0.464,P2,Team_C,Medium,2
1063,Medium,0.6,0.14,3,0.66,0.77,0.42,3,0.495,P2,Team_B,Medium,2
1064,Low,0.3,0.62,3,0.94,0.35,0.99,4,0.389,P3,Team_C,Low,1
1065,High,0.9,0.21,2,0.79,0.6,0.68,3,0.621,P2,Team_C,Medium,3
1066,Low,0.3,0.16,4,0.65,0.5,0.54,6,0.388,P3,Team_B,Low,1
1067,High,0.9,0.43,1,0.77,0.75,0.83,2,0.749,P1,Team_B,High,6
1068,Medium,0.6,0.34,3,0.82,0.74,0.79,4,0.574,P2,Team_C,Medium,3
1069,Low,0.3,0.08,3,0.37,0.36,0.34,2,0.266,P3,Team_C,Low,1
1070,Low,0.3,0.47,1,0.74,0.86,0.52,2,0.319,P3,Team_B,Low,1
1071,High,0.9,0.92,1,0.6,0.62,0.97,5,0.733,P1,Team_C,High,5
1072,High,0.9,0.67,3,0.77,0.9,0.86,4,0.636,P2,Team_B,Medium,3
1073,Low,0.3,0.17,3,0.71,0.52,0.87,5,0.252,P3,Team_B,Low,1
1074,Medium,0.6,0.23,1,0.84,0.58,0.67,5,0.456,P2,Team_C,Medium,2
1075,High,0.9,0.51,3,0.6,0.87,0.33,3,0.686,P1,Team_B,High,6
1076,Low,0.3,0.84,4,0.8,0.46,0.63,5,0.492,P2,Team_B,Medium,3
1077,High,0.9,0.74,3,0.7,0.89,0.61,0,0.671,P1,Team_B,High,6
1078,High,0.9,0.39,2,0.8,0.56,0.95,2,0.561,P2,Team_A,Medium,3
1079,Low,0.3,0.16,1,0.86,0.62,0.34,3,0.294,P3,Team_B,Low,1
1080,Low,0.3,0.47,3,0.85,0.38,0.35,1,0.417,P3,Team_B,Low,1
1081,High,0.9,0.43,1,0.82,0.46,0.85,5,0.62,P2,Team_A,Medium,2
1082,Low,0.3,0.57,4,0.8,0.8,0.94,3,0.293,P3,Team_C,Low,1
1083,Medium,0.6,0.7,4,0.57,0.66,0.98,5,0.592,P2,Team_C,Medium,2
1084,Medium,0.6,0.14,4,0.76,0.57,0.97,1,0.394,P3,Team_C,Low,1
1085,Low,0.3,0.66,2,0.8,0.69,0.49,2,0.319,P3,Team_B,Low,1
1086,Low,0.3,0.57,3,0.75,0.6,0.54,3,0.344,P3,Team_B,Low,1
1087,Medium,0.6,0.62,3,0.71,0.81,0.44,3,0.599,P2,Team_B,Medium,2
1088,High,0.9,0.47,2,0.67,0.67,0.75,4,0.633,P2,Team_C,Medium,3
1089,Low,0.3,0.33,4,0.87,0.63,0.81,1,0.287,P3,Team_C,Low,1
1090,High,0.9,0.49,2,0.61,0.38,0.83,2,0.673,P1,Team_C,High,4
1091,High,0.9,0.57,4,0.98,0.71,0.9,4,0.702,P1,Team_A,High,6
1092,Low,0.3,0.82,3,0.83,0.39,0.69,1,0.397,P3,Team_B,Low,1
1093,Medium,0.6,0.57,2,0.85,0.65,0.44,2,0.567,P2,Team_C,Medium,3
1094,Low,0.3,0.61,3,0.88,0.9,0.42,3,0.342,P3,Team_C,Low,1
1095,Medium,0.6,0.72,1,0.72,0.19,0.61,0,0.66,P1,Team_C,High,6
1096,High,0.9,0.59,3,0.93,0.7,0.51,8,0.678,P1,Team_A,High,5
1097,High,0.9,0.91,4,0.42,0.73,0.36,3,0.851,P1,Team_B,High,6
1098,Medium,0.6,0.67,1,0.91,0.69,0.94,3,0.59,P2,Team_C,Medium,3
1099,Medium,0.6,0.48,3,0.73,0.76,0.8,4,0.438,P2,Team_B,Medium,2
1100,High,0.9,0.44,2,0.53,0.8,0.93,2,0.565,P2,Team_B,Medium,2
1101,Medium,0.6,0.65,3,0.89,0.79,0.69,7,0.562,P2,Team_B,Medium,2
1102,Low,0.3,0.26,2,0.8,0.74,0.61,1,0.272,P3,Team_C,Low,1
1103,Medium,0.6,0.47,1,0.79,0.66,0.67,3,0.575,P2,Team_A,Medium,2
1104,High,0.9,0.41,3,0.47,0.66,0.71,5,0.699,P1,Team_C,High,5
1105,Low,0.3,0.46,2,0.92,0.89,0.72,8,0.324,P3,Team_C,Low,1
1106,High,0.9,0.49,4,0.71,0.35,0.94,2,0.734,P1,Team_C,High,6
1107,Low,0.3,0.14,3,0.66,0.82,0.83,4,0.263,P3,Team_C,Low,1
1108,Low,0.3,0.61,4,0.53,0.67,0.34,3,0.395,P3,Team_C,Low,1
1109,Low,0.3,0.66,4,0.67,0.53,0.37,3,0.413,P3,Team_B,Low,1
1110,Medium,0.6,0.1,3,0.78,0.78,0.59,7,0.569,P2,Team_B,Medium,2
1111,Low,0.3,0.89,2,0.32,0.72,0.92,3,0.443,P2,Team_C,Medium,3
1112,Low,0.3,0.12,2,0.66,0.72,0.56,1,0.123,P3,Team_C,Low,1
1113,Low,0.3,0.29,3,0.9,0.54,0.49,2,0.356,P3,Team_B,Low,1
1114,Medium,0.6,0.96,2,0.69,0.64,0.61,2,0.599,P2,Team_C,Medium,3
1115,High,0.9,0.5,2,0.92,0.85,0.58,0,0.578,P2,Team_A,Medium,3
1116,Low,0.3,0.89,3,0.93,0.78,0.98,1,0.431,P2,Team_B,Medium,2
1117,High,0.9,0.59,1,0.91,0.33,0.31,2,0.812,P1,Team_A,High,5
1118,Medium,0.6,0.45,2,0.86,0.56,0.87,4,0.473,P2,Team_C,Medium,2
1119,Medium,0.6,0.51,3,0.48,0.8,0.92,4,0.442,P2,Team_B,Medium,2
1120,High,0.9,0.8,3,0.26,0.64,0.7,4,0.696,P1,Team_C,High,4
1121,Medium,0.6,0.58,2,0.81,0.88,0.7,3,0.487,P2,Team_B,Medium,3
1122,Medium,0.6,0.58,1,0.76,0.56,0.76,2,0.545,P2,Team_C,Medium,2
1123,Medium,0.6,0.26,1,0.91,0.62,0.34,4,0.482,P2,Team_C,Medium,3
1124,Low,0.3,0.86,3,0.93,0.69,0.49,5,0.366,P3,Team_B,Low,1
1125,High,0.9,0.59,3,0.95,0.64,0.74,4,0.659,P1,Team_A,High,5
1126,Low,0.3,0.19,2,0.81,0.89,0.65,6,0.308,P3,Team_C,Low,1
1127,Medium,0.6,0.27,3,0.66,0.8,0.34,2,0.583,P2,Team_B,Medium,2
1128,Medium,0.6,0.5,2,0.88,0.74,0.5,6,0.53,P2,Team_A,Medium,3
1129,Medium,0.6,0.27,2,0.88,0.83,0.37,3,0.459,P2,Team_B,Medium,3
1130,Low,0.3,0.73,1,0.75,0.5,0.52,0,0.394,P3,Team_C,Low,1
1131,Medium,0.6,0.53,1,0.67,0.47,0.81,2,0.574,P2,Team_C,Medium,3
1132,Medium,0.6,0.78,1,0.55,0.94,0.88,6,0.538,P2,Team_B,Medium,3
1133,Medium,0.6,0.75,4,0.88,0.6,0.43,2,0.589,P2,Team_C,Medium,3
1134,High,0.9,0.27,1,0.46,0.69,0.92,4,0.59,P2,Team_C,Medium,3
1135,High,0.9,0.26,3,0.47,0.65,0.39,4,0.674,P1,Team_C,High,6
1136,Medium,0.6,0.49,3,0.68,0.62,0.51,3,0.414,P3,Team_C,Low,1
1137,High,0.9,0.76,1,0.89,0.91,0.86,3,0.716,P1,Team_A,High,5
1138,Low,0.3,0.47,4,0.71,0.8,0.77,1,0.35,P3,Team_B,Low,1
1139,Low,0.3,0.34,3,0.81,0.31,0.75,4,0.495,P2,Team_B,Medium,3
1140,Medium,0.6,0.42,4,0.84,0.68,0.42,2,0.57,P2,Team_A,Medium,3
1141,Low,0.3,0.43,4,0.68,0.45,0.37,1,0.358,P3,Team_C,Low,1
1142,Low,0.3,0.15,4,0.78,0.73,0.57,3,0.247,P3,Team_B,Low,1
1143,Medium,0.6,0.35,3,0.63,0.27,0.86,7,0.501,P2,Team_A,Medium,3
1144,Medium,0.6,0.51,2,0.8,0.78,1.0,4,0.503,P2,Team_B,Medium,3
1145,Medium,0.6,0.51,1,0.86,0.83,0.86,3,0.469,P2,Team_B,Medium,3
1146,Medium,0.6,0.57,2,0.8,0.8,0.38,5,0.584,P2,Team_B,Medium,3
1147,Medium,0.6,0.96,3,0.78,0.54,0.38,4,0.569,P2,Team_C,Medium,3
1148,Medium,0.6,0.73,4,0.79,0.47,0.62,2,0.58,P2,Team_A,Medium,2
1149,Low,0.3,0.18,4,0.78,0.38,0.94,2,0.227,P3,Team_B,Low,1
1150,Low,0.3,0.43,4,0.86,0.64,0.49,4,0.383,P3,Team_B,Low,1
1151,Medium,0.6,0.08,2,0.78,0.82,0.53,3,0.393,P3,Team_B,Low,1
1152,Medium,0.6,0.14,3,0.83,0.55,0.76,2,0.422,P2,Team_A,Medium,2
1153,Medium,0.6,0.33,1,0.51,0.17,0.76,1,0.548,P2,Team_C,Medium,2
1154,Medium,0.6,0.58,1,0.5,0.57,0.81,4,0.547,P2,Team_C,Medium,2
1155,High,0.9,0.4,4,0.51,0.37,0.5,2,0.797,P1,Team_C,High,5
1156,Medium,0.6,0.1,4,0.78,0.81,0.51,4,0.423,P2,Team_B,Medium,3
1157,High,0.9,0.27,3,0.57,0.62,0.5,3,0.645,P2,Team_C,Medium,3
